HSC	MPP	CMP	MEP	P1	P2	P3	P4	P5	P6	P7	P8	genes
0	0	0	0	0	0	0	0	0	0	0	0	RP13-221M14.2
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF26
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF3
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF5
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF8
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF9
0	0	0	0	0	0	0	0	0	0	0	0	RP11-219C24.10
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF13
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF18
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF16
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF21
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF15
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF14
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF19
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF17
0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF20
0	0.03	0.02	0	0	0	0	0	0	0	0	0	LRRC38
0	0	0	0	0	0	0	0	0	0	0	0	RP4-597A16.2
0	0	0	0	0	0	0	0	0	0	0	0	PDPN
0	0	0	0	0	0	0	0	0	0	0	0	CTA-520D8.2
297.34	266.95	200.69	184.47	65.28	44.25	37.68	35.64	43.03	39.28	16.85	9.54	PRDM2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-344F13.1
0	0	0	0	0.02	0	0	0	0	0	0.02	0	RP4-704D23.1
2.18	1.75	6.26	7.22	2.77	1.93	1.58	1.1	0.07	0.11	0	0	KAZN
0.65	0.19	0.19	0.12	1.43	0.34	0	0.02	0	0	0	0	TMEM51
0.03	0.03	0.02	0	0.02	0	0	0	0	0	0	0	C1orf195
0.06	0.14	0.05	0	0.02	0	0	0	0	0.03	0	0	FHAD1
0	0	0	0	0	0	0	0	0	0	0	0	RP3-467K16.2
0	0	0	0	0.02	0	0	0	0	0	0	0	RP3-467K16.7
0.06	0.14	0.07	0.05	0.34	0.02	0	0	0	0	0.02	0.01	RP3-467K16.4
16.86	33.85	44.23	38.63	51.93	18.3	7.31	4.97	3.73	3.06	0.67	0.1	EFHD2
0.42	0	0.05	0.05	0.18	0.04	0.01	0.02	0	0.01	0.02	0.07	CTRC
0.03	0	0	0	5.57	0.4	0.1	0.02	0	0	0.03	0.01	CELA2A
0.23	0.19	0.07	0.14	10.72	1.05	0.12	0.07	0	0.06	0.02	0.06	CELA2B
9.23	9.55	6.55	6.69	31.31	25.52	21.9	16.71	9.7	7.69	5.42	4.91	CASP9
61.57	50.21	53.92	51.74	41.67	46.49	47.77	44.4	38.96	43.51	39.04	29.69	DNAJC16
0	0.03	0	0.1	0.04	0.05	0.03	0.02	0.03	0.06	0.05	0	RP4-680D5.8
1.17	0.41	0.97	3.48	1.11	1.82	1.41	1.34	0.21	0.14	0.12	0.25	AGMAT
0.1	0	0.31	0.58	0.2	0.22	0.03	0.07	0.03	0.16	0.11	0.78	RP4-680D5.2
59	56.67	74.23	409.81	32.38	102.64	89	98.19	145.92	224.44	199.44	151.77	DDI2
0	0	0	0	0	0	0	0	0	0	0	0	RSC1A1
0.03	0	0	0	0	0.02	0	0	0	0	0.02	0	RP4-680D5.9
15.33	17.9	16.38	24.75	32.09	34.95	34.52	32.29	44.04	54.71	45.65	45.94	PLEKHM2
2.34	2.35	0.78	0.97	1.19	0.81	0.77	0.96	1	1.24	0.73	0.53	RP11-288I21.1
0.55	0.3	0.26	0.99	1.92	1.21	0.74	1.19	1.22	1.66	4.27	7.64	SLC25A34
0	0	0	0	0	0	0	0	0	0	0	0	RP11-169K16.4
0	0	0	0	0	0	0	0	0	0	0	0.08	TMEM82
0.1	0.05	0.07	0	0.06	0	0.03	0	0.01	0.04	0.03	0.1	FBLIM1
3.7	4.84	6.1	3.33	10.34	7.21	3.78	4.41	3.26	2.83	1.53	1.88	RP11-169K16.9
302.6	294.56	260.36	320.27	83.49	60.58	43.33	47.02	52.68	49.83	28.39	40.78	SPEN
4.35	7.11	5.67	5.94	60.43	47.3	47.26	44.05	29.57	24.72	26.93	26.59	ZBTB17
0	0	0	0	0	0	0	0	0	0	0	0	C1orf64
0	0	0	0	0	0	0	0	0	0	0	0	RP11-5P18.5
0.1	0.22	0.26	0.1	0.06	0	0	0	0	0	0	0	HSPB7
0	0	0	0	0.12	0.05	0.15	0.05	0	0	0	0	CLCNKA
0	0.03	0.05	0.1	0.12	1.7	2.13	0.92	0	0	0.02	0	CLCNKB
0	0	0	0	0	0	0	0	0	0	0	0	FAM131C
0.03	0.05	0	0	0.1	0.09	0.1	0.05	0	0.03	0.02	0	EPHA2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-276H7.2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-276H7.3
0	0	0	0	0	0	0	0	0	0	0	0	ARHGEF19-AS1
0.97	1.09	1.82	1.69	11.73	5.47	5.59	6.14	6.26	4.07	1.46	0.71	ARHGEF19
0.16	0.05	0.21	0.27	1.7	1.99	2.21	2.25	1.57	1.27	0.62	0.17	C1orf134
0.52	0.96	0.12	0.94	1.8	2.85	3.3	3.33	3.15	2.13	0.88	0.39	RSG1
48.34	47.04	58.46	49.42	45	36.84	39.46	42.12	63.27	56.9	21.94	43.41	FBXO42
63.58	75.03	62.79	57.99	50.35	49.78	44.57	37.39	27.85	26.96	20.08	25.45	SZRD1
2.08	2	0.83	1.06	0.67	0.23	0.12	0.12	0.33	0.24	0.33	1.02	SPATA21
24.43	32.15	24.16	58.86	74.2	127.02	154.63	159.13	93.34	104.83	128.34	121.05	NECAP2
0.91	0.96	0.71	1.47	2.71	1.41	1.73	2.41	1.84	3.4	6.01	5.06	RP4-798A10.2
0.65	0.47	0.24	0.22	0.28	0.34	0.21	0.19	0.24	0.14	0.03	0	RP4-798A10.7
0	0.05	0.02	0	0.12	0	0	0	0	0.01	0	0	RP4-798A10.4
0.1	0.3	0.02	0.02	0.04	0.07	0.01	0.09	0.01	0.09	0	0	U1
0	0	0	0	0	0	0	0	0	0	0	0	FAM231B
34.37	29.66	21.16	19.07	23.89	17.86	14.31	9.6	5.72	5.72	2.9	1.74	NBPF1
2.34	0.14	0.17	0.65	0.02	0.09	0	0.07	0.22	0.23	0.05	0.08	RP5-1182A14.5
2.89	3.64	2.2	3.31	32.5	38.09	40.02	63.45	200.33	206.62	52.08	11.06	CROCCP2
0	0	0	0	0	0	0	0	0	0	0	0	FAM231A
0	0	0	0	0	0	0	0	0	0	0	0	FAM231C
2.66	3.45	2.01	1.01	7.25	3.02	1.93	1.8	3.31	2.83	0.57	0.31	CROCC
0	0.03	0.05	0	0	0	0	0	0.01	0	0	0	RP11-108M9.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-108M9.2
0.58	0.79	0.28	0.19	0.12	0.16	0.3	0.54	0.3	0.23	0.02	0	U1.1
1.75	1.48	1.28	0.7	5.03	0.87	0.81	0.85	0.1	0.07	0.03	0.01	RP11-108M9.4
0.13	0.03	0.02	0.24	0.08	0.36	0.12	0.02	0.01	0.1	0.02	0.1	RP11-108M9.6
4.26	2.49	0.54	0.07	1.35	0.04	0.01	0.03	0	0	0.03	0	MFAP2
0.03	0.03	0	0.02	0	0	0	0	0	0	0	0	RP1-37C10.3
10.75	12.59	12.55	14.9	31.04	21.58	17.7	13.22	5.81	3	0.42	0.36	ATP13A2
26.41	35.76	39.57	44.81	186.42	325.88	332.45	271.6	161.21	122.49	100.9	113.63	SDHB
0.75	1.94	11.75	2.03	13.09	0.49	0	0	0.17	0.19	0.2	0.25	PADI2
0	0	0	0	0	0.04	0.07	0.03	0.01	0	0	0	RP11-380J14.1
0	0	0	0	0	0	0	0	0	0	0	0	PADI1
0.06	0.08	0.14	0	0.02	0	0	0	0	0	0	0.06	PADI3
7.18	7.69	4.16	0.48	24.86	5	4.72	3.47	0.3	0.71	0.65	0.61	PADI4
0.19	0	0	0	0.34	0	0.01	0.02	0	0	0.02	0.01	AC004824.2
0	0	0	0	0	0	0	0	0	0	0	0	RP1-20B21.4
131.61	187.03	228.25	249.56	115.29	94.75	74.52	60.47	48.8	30.14	3.47	1.98	RCC2
0.06	0	0	0	0.36	0.05	0	0.02	0	0	0.03	0	ARHGEF10L
0	0	0	0	0	0	0	0	0	0	0	0	RP11-473A10.2
0	0	0.14	0.07	0.2	0.47	0.1	0	0	0	0	0	ACTL8
0	0	0	0	0	0	0	0	0	0	0	0	RP11-174G17.2
0	0	0	0	0	0	0	0	0	0	0	0	IGSF21
0	0	0	0	0	0	0	0	0	0	0	0	RP11-174G17
0	0	0	0	0	0	0	0	0	0	0	0	RP11-422P22.1
0.03	0.08	0.05	0	0.06	0.02	0.04	0	0	0	0	0	KLHDC7A
0.03	0	0	0	0	0	0	0	0	0.01	0	0	PAX7
0	0	0	0	0	0	0	0	0	0	0	0	TAS1R2
0	0	0	0	0	0.02	0.01	0	0	0.01	0	0	RP13-279N23.2
0.71	0.82	4.44	6.11	31.04	48.04	47.62	44.16	11.79	7.04	1.3	0.5	ALDH4A1
28.01	28.1	28.42	20.64	5.23	3.7	1.92	1.29	0.11	0.07	0.05	0	IFFO2
475.35	491.14	628.04	801.59	277.12	267.97	256.32	288.32	287.99	471.99	893.11	899.19	UBR4
0.32	0.79	0.35	0.24	0.59	0.33	0.45	0.38	0.6	0.5	0.37	1.28	RP1-43E13.2
78.07	98.78	92.01	104.37	95.25	153.79	153.74	137.63	56.32	23.22	8.46	6.62	EMC1
5.65	8.59	16.64	21.63	53.81	137.36	132.69	99.03	18.37	3.67	1.73	3.3	MRTO4
0.29	0.27	0.14	0.12	0.44	0.69	0.36	0.21	0.21	0.06	0.02	0	AKR7A3
17.09	14.12	16.52	15.52	69.84	103.62	106.97	100.87	44.93	12.15	0.99	0.29	AKR7A2
2.14	3.37	1.63	0.94	12.89	21.35	28.78	31.79	25.2	18.1	7.82	8.36	PQLC2
137.4	138.7	121.47	101.23	260.56	188.99	177.28	149.88	119.33	92.38	55.93	35.31	CAPZB
0	0.19	0.07	0	0.02	0	0.01	0	0	0	0	0	RP5-1056L3.1
0	0	0	0	0.04	0	0	0	0	0	0	0	MINOS1-NBL1
4.06	4.71	4.44	4.18	12.24	22.49	16.88	11.64	4.57	3.22	1.21	0.85	MINOS1
5.17	6.57	3.07	3.24	1.27	0.9	0.32	0.3	0.01	0.09	0.05	0	NBL1
0.32	0.19	0.17	0.07	0.06	0	0	0	0	0	0	0	HTR6
10.49	8.07	5.04	8.18	18.76	13.98	14.7	13.5	5.21	1.3	0.06	0.13	TMCO4
0	0	0	0	0	0	0	0	0	0	0	0	RNF186
0	0	0	0	0	0	0	0	0	0	0	0	RP11-91K11.2
18.45	15.93	16.36	12.63	11.03	9.97	7.92	7.75	10.06	11.39	3.93	1.28	OTUD3
0	0	0	0.02	0	0	0	0	0	0	0	0.03	PLA2G2E
0	0	0	0	0	0	0	0	0	0	0	0	PLA2G2A
0	0	0	0	0	0	0	0	0	0	0	0	PLA2G5
0	0	0	0	0	0	0	0	0	0	0	0	PLA2G2D
0	0	0	0	0.1	0	0	0.03	0	0	0	0	PLA2G2F
0	0	0.02	0	0.1	0	0	0	0	0	0.02	0	RP3-340N1.2
0	0	0	0.02	0.38	0.07	0.1	0.09	0	0	0.03	0.01	PLA2G2C
0	0	0	0.46	1.29	2.31	2.08	1.45	0.11	0.07	0.05	0.06	UBXN10-AS1
1.04	0.33	0.69	43.09	16.12	58.61	57.91	41.87	6.25	21.02	36.62	28.98	UBXN10
0	0	0	0	0	0	0	0	0	0	0	0	RP3-340N1.6
0	0	0.02	0	0.02	0	0	0	0	0.01	0	0	VWA5B1
0	0.08	0	0	0	0	0	0	0	0	0	0	RP4-745E8.2
0	0	0	0	0	0	0	0	0	0	0	0	LINC01141
0	0	0	0	0	0	0	0	0	0	0	0	RP4-749H3.2
0	0	0	0	0	0	0	0.02	0	0	0	0.07	CAMK2N1
12.48	18.44	11.28	15.35	56.47	62.11	60.96	56.09	43.52	41.8	53.8	59.88	MUL1
0	0	0.02	0.24	0.02	0	0	0	0.01	0	0	0	FAM43B
2.44	0.93	0.5	0.46	2.87	0.04	0	0	0	0	0.06	0	CDA
3.8	2.38	2.2	1.91	3.35	1.93	1.06	0.77	1.98	4.96	14.45	18.23	PINK1
1.07	1.29	2.77	2.03	5.39	3.14	2.04	1.38	1.14	1.29	0.99	1.02	PINK1-AS
53.12	69.56	104.73	82.78	783.22	446.53	424.67	342.35	187.44	91.18	23.1	14.51	DDOST
0	1.4	0.52	0	0.14	0.05	0.11	0.07	0	0	0.03	0.03	KIF17
0	0	0	0	0	0.02	0.05	0.05	0.01	0.1	0.11	0.38	SH2D5
0	0	0	0.02	0	0	0	0	0.01	0.01	0	0.03	RP5-930J4.2
258.22	260.44	278.18	308.32	160.43	152.31	171.77	233.03	340.31	262.95	80.71	55	HP1BP3
0	0	0	0	0	0	0	0	0	0	0	0	RP5-930J4.4
315.86	334.05	387.85	390.96	109	42.41	26.19	24.27	13.2	8.09	2.15	0.88	EIF4G3
1.56	2.05	3.81	33.07	39.16	63.05	58.89	63.85	60.55	23.05	2.31	1.06	ECE1
0	0	0.05	0	0.04	0.22	0.1	0.16	0.64	0.27	0.09	0	RP3-329E20.2
0.19	0	0.07	0.14	0.38	0.76	0.53	1.15	1.08	0.53	0.11	0	RP5-1071N3.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-293F5.1
7.18	7.63	8.53	8.55	7.13	14.92	18.92	22.33	13.22	7.07	2.62	0.99	NBPF3
0.03	0	0.19	0.02	0.18	0.25	1.15	2.6	4	1.43	0.54	0.24	ALPL
0	0	0	0	0	0	0	0.02	0.08	0.3	0.34	0.11	RP11-63N8.3
0.06	0.27	0.02	1.35	7.09	33.74	42.57	68.44	548.76	1197.21	1021.04	236.62	RAP1GAP
180.22	182.54	276.83	321.84	134.29	130.19	106.86	114.26	98.42	85.92	34.61	10.95	USP48
0.36	0.9	1.11	0.41	1.62	0.05	0.01	0.03	0	0.26	0.17	0.03	LDLRAD2
21.9	30.62	34.78	63.73	99.77	69.07	44.97	32.55	27.31	73.29	59.03	11.92	HSPG2
0.03	0	0	0	0	0	0	0	0	0	0	0.03	CELA3B
0	0	0	0	0	0	0	0	0	0	0.02	0	CELA3A
0.16	1.09	0.26	0.14	0.12	0.05	0.04	0.05	0	0.01	0	0.01	RP1-224A6.3
5.91	5.36	5.37	4.56	21.55	15.95	14.12	15.93	16.74	8.76	0.98	0.21	LINC00339
223.33	217.18	234.9	234.39	314.21	278.09	256.5	215.22	202.81	212.22	188.29	154.13	CDC42
4.16	2.79	4.04	1.98	3.66	1.3	0.97	1.27	1.61	1.36	1.02	0.89	RP1-224A6.9
1.92	1.45	1.25	0.65	0.34	0.14	0.21	0.21	0.29	0.19	0.15	0.25	WNT4
40.87	41.04	38.56	45.31	47.44	48.49	45	43.27	33.31	26.98	16.1	6.47	ZBTB40
0	0	0	0	0	0	0	0	0	0	0	0.01	EPHA8
0	0	0	0	0	0	0	0	0	0	0	0	C1QA
0	0	0	0	0.04	0	0	0	0	0	0	0	C1QC
0	0	0	0	0	0	0	0	0	0	0	0	C1QB
0	0.03	0.09	0.02	0.02	0	0	0	0	0.03	0	0	EPHB2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-69E9.1
0	0	0	0	0	0	0	0	0	0	0	0	RP1-74M1.3
0	0	0	0	0	0	0	0	0	0	0	0.01	LACTBL1
0	0.22	0.05	0	0.02	0.09	0.01	0.07	0.04	0	0	0	C1orf234
231.65	224.21	292.41	377.6	47.89	49.87	42.24	33.37	23.58	16.32	2.77	1.29	KDM1A
1.62	2.44	1.47	1.01	0	0.05	0.03	0	0.01	0	0	0	RP1-184J9.2
113.84	123.68	90.66	79.55	48.74	42.32	34.98	24.67	8.55	3.82	2	1.81	LUZP1
0	0.03	0	0.02	0.04	0	0.03	0.07	0	0	0	0	HTR1D
0.88	0.74	1.06	1.67	12.3	7.91	10.64	15.23	16.38	13.12	2.01	0.61	RP5-1057J7.6
305.56	343.79	439.88	486.29	378.63	559.19	570.74	507.97	358.74	179.74	40.17	25.11	HNRNPR
14.1	12.53	8.18	12.29	11.55	19.04	19.8	14.43	8.38	7.56	6.3	7.15	ZNF436
0.68	0.66	0.45	0.24	4.34	4.55	5.07	5.08	4.27	4.86	2.35	2	C1orf213
0.03	0	0.02	0	0	0	0.01	0	0.01	0.04	0.02	0.01	RP5-1057J7.7
1.98	0.66	0.64	0.31	0.59	1.75	1.52	0.94	0.07	0	0.14	0.21	TCEA3
0.49	0.3	0.07	0.24	0.4	0.16	0.08	0.03	0.33	1.61	4.46	7.78	ASAP3
6.89	3.04	9.08	8.55	31.49	24.2	21.99	54.29	314.12	420.6	345.89	250.54	E2F2
0	0	0	0	0	0	0	0	0	0.03	0	0.04	RP1-150O5.3
0	0.05	0	0.02	2	0.11	0.27	0.17	0.03	0.07	0.08	0.06	ID3
0	0	0	0	0	0	0	0	0	0	0.02	0.15	MDS2
2078.91	2049.83	1819.21	1549.09	1374.27	1311.17	1287.75	1286.53	881.11	499.24	213.62	126.29	RPL11
43.47	45.09	43.62	42.78	68.91	131.18	123.71	112.02	76.4	50.04	23.75	16.13	TCEB3
0.45	1.09	0.85	1.06	2.06	2.64	3.52	3.07	1.75	1.97	2.54	2.43	RP5-886K2.3
44.61	35	53.52	70.66	73.23	160.51	130.95	129.02	172.59	263.56	863.68	1202.03	PITHD1
6.5	10.89	10.14	13.54	91.35	66.99	62.14	48.9	32	21.12	27.55	22.05	LYPLA2
2.31	3.83	2.86	6.64	49.54	75.48	66.51	44.51	9.96	4.74	3.34	2.66	GALE
6.82	6.59	7.28	10.41	72.85	43.04	49.95	64.13	55.18	52.56	57.58	56.68	HMGCL
20.18	18.44	19.41	20.5	73.84	28.84	26.95	26.43	21.29	26.35	39.61	29.08	FUCA1
0.75	1.09	1.37	1.69	24.28	2.22	0.21	0.09	0.33	0.64	0.6	0.85	CNR2
0	0	0	0	0.26	0	0.01	0	0	0	0	0	RP11-4M23.3
16.02	15.54	11.09	11.32	5.25	4.44	6.46	6.79	8.83	7.56	6.58	6.65	PNRC2
7.93	10.15	9.95	12.14	10.08	12.84	12.33	12.93	11.15	7.66	2.51	2.41	SRSF10
0	0	0	0	0	0	0	0	0	0	0	0	RP11-293P20.2
0	0	0	0.02	0	0	0	0	0	0	0	0.1	MYOM3
0	0	0	0	0	0	0	0	0	0	0	0	RP11-293P20.4
0	0	0	0	0	0	0	0.02	0	0.04	0.26	0.31	IL22RA1
0.19	0.03	0	0	0.06	0	0.01	0.02	0	0	0.03	0	IFNLR1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-10N16.2
0	0.08	0	0.05	0	0.02	0.03	0.03	0	0	0	0	RP11-10N16.3
0.03	0.03	0.14	0.58	0.08	0.07	0.32	0.16	0.14	0.09	0	0	GRHL3
8.19	10.12	6.78	8.4	9.88	8.09	9.14	11.29	7.37	3.59	0.5	0	STPG1
59.42	53.85	47.26	55.04	48.29	53.57	61.29	76.52	51.4	33.55	11.09	2.56	NIPAL3
38.66	34.01	36.74	22.84	11.9	2.24	1.28	0.23	0.03	0.1	0.11	0.04	RCAN3
0	0	0	0	0	0	0	0.03	0	0	0	0	RP4-594I10.3
0.13	0	0.02	0.12	0	0.04	0.16	0.14	0.04	0	0	0.01	NCMAP
427.23	414.03	464.75	486.41	197.99	266.96	247.01	225.13	151.63	92.82	28.26	25.36	SRRM1
61.34	67.07	77.19	55.21	85.11	96.45	125.37	187.69	288.65	134.66	47.83	94.22	CLIC4
49.22	57.35	40.64	28.05	14.38	6.68	4.35	2.44	0.5	0.23	0.12	0	RUNX3
0.03	0.19	0.05	0.02	0.22	0.05	0.01	0	0	0	0	0	RP11-84D1.1
0	0	0	0	0	0	0.01	0	0	0	0	0	RP11-84D1.2
0	0	0.02	0	0	0	0	0	0	0	0	0.03	RP4-799D16.1
0.1	0.44	0.61	0.31	0	0.02	0.01	0	0.03	0	0.09	0.33	RP4-706G24.1
139.12	138.21	97.26	79.38	72.69	74.18	78.07	75.87	71.12	74.53	106.49	147.97	SYF2
25.6	23.53	14.16	13.81	134.23	76.02	81.02	124.76	231.65	352.86	349.35	243.71	C1orf63
0.26	0.11	0.07	0.05	0.04	0.25	0.08	0.19	0.07	0.2	0.23	0.49	RP3-465N24.6
0.68	0.9	0.95	1.59	12.6	33	54.42	200.06	658.66	732.88	464.38	154.73	RHD
122.06	140.07	191.21	220.2	198.4	187.06	191.17	167.17	109.66	118.66	258.05	330.18	TMEM50A
3.77	4.95	2.58	8.69	12.58	54.54	91	220.8	902.14	947.13	495.34	144.38	RHCE
59.45	53.41	66.36	82.42	16.68	13.78	8.43	8.5	19.37	38.07	57	58.16	TMEM57
14.26	20.96	11.75	11.44	21.83	41.97	41.41	36.67	15.86	8.13	1.46	0.79	LDLRAP1
0	0.36	0.12	0	0.04	0.11	0.07	0.1	0.01	0	0.02	0	RP11-70P17.1
3.22	1.92	4.02	0.6	2.57	0.31	0.03	0.03	0.01	0.01	0	0.11	MAN1C1
0.1	0.22	0	0.05	0.38	0	0.03	0.02	0.01	0	0	0.01	RP1-187B23.1
78.07	81.16	97.8	88.29	28.54	12.39	7.18	3.96	0.85	0.27	0.14	0.14	SEPN1
0	0	0	0	0	0	0	0	0	0	0	0	RP1-317E23.6
0.03	0	0.02	0.07	0.02	0.05	0.01	0	0	0	0	0	RP1-317E23.3
22.77	25.26	24.37	22.6	47.75	42.3	47.37	41.96	24.48	16.38	5.48	1.77	MTFR1L
0.23	0.33	0.14	0.31	0.28	0.13	0.08	0.07	0.03	0.04	0	0	AL020996.1
0	0	0	0	0	0	0	0	0	0	0	0	RP1-317E23.7
1.85	1.15	9.83	10.65	29.67	49.76	46.63	53.65	44.83	15.49	1.32	0.83	AUNIP
0	0.05	0.07	0.1	0.22	0.09	0.08	0	0.01	0	0.03	0	RP1-125I3.2
11.31	18	11.04	11.35	11.86	4.89	2.62	1.15	0.29	0.2	0.09	0.06	PAQR7
154.32	151.65	294.09	305.11	870.49	976.03	922.63	807.8	482.13	274.51	32.5	7.74	STMN1
3.48	4.05	4.56	3.84	23.07	9.37	8.38	6.66	5.1	2.41	0.54	0.24	PAFAH2
0.03	0.03	0.02	0.02	0.1	0.04	0.29	0.14	0.14	0.01	0.05	0.01	EXTL1
0.03	0.03	0.09	0	0.71	0.11	0.16	0.09	0.03	0	0	0.01	SLC30A2
0	0	0.05	0.12	0.2	0.09	0.16	0.16	0.11	0.07	0	0	TRIM63
34.15	33	29.91	36.43	40.21	69.57	89.39	98.9	86.04	36.07	17.25	21.25	PDIK1L
0.03	0.36	0.09	1.21	0.02	0.25	0.1	0.07	0.06	0.11	0.03	0	FAM110D
0.26	0.03	0.12	0.02	0.14	0.27	0.21	0.23	0.06	0.06	0.02	0.1	ZNF593
0.03	0.08	0.05	0	0	0.11	0.03	0.05	0	0	0	0.03	RP11-96L14.7
3.25	2.27	0.66	0.41	1.43	0.34	0.36	0.38	0.17	0.27	0.14	0.45	CNKSR1
0	0	0	0	0	0.02	0.07	0.03	0	0	0.02	0	CATSPER4
20.63	24.33	22.74	33	82.14	93.21	97.06	105.57	132.48	98.98	21.56	13.84	CEP85
266.87	342.72	329.55	163.56	621.14	189.93	111.73	69.28	203.14	668.02	1346.84	1363.79	SH3BGRL3
7.89	7.42	4.73	4.59	48.03	35.62	36.8	40.49	39.04	43.9	37.96	20.37	UBXN11
74.66	55.82	19.08	2.61	209.4	14.43	4.66	2.15	2.8	23.75	53.21	17.57	CD52
0.19	0.47	0.12	0.02	0.83	0.2	0.1	0.1	0.01	0.06	0.2	0.03	AIM1L
0	0.14	0	0.02	0.5	0	0	0	0	0.01	0	0	ZNF683
0.23	0.05	0.09	0.05	0.04	0.02	0.15	0.05	0	0	0	0	LIN28A
26.25	26.35	22.98	24.24	49.14	63.65	68.5	67.53	31.05	20.13	5.3	5.83	DHDDS
1.53	1.29	0.35	0.8	1.43	0.78	0.53	0.89	1	1	0.14	0.38	RP3-476K8.3
141	139.28	252.58	173.51	640.19	448.26	471.86	507.3	720.71	459.9	68.55	32.81	HMGN2
21.77	27.99	31.94	35.1	174.36	220.98	259.54	282.44	162.45	122.94	30.96	5.94	RPS6KA1
2.99	3.45	4.16	3.21	0.36	0.49	0.53	0.35	0.28	0.29	0.14	0.1	RP5-968P14.2
230.31	260.09	238.65	341.51	149.14	142.56	95.74	87.23	107.01	106.55	80.35	102.43	ARID1A
6.99	6.95	6.88	14.17	32.64	37.8	33.82	30.18	29.37	22.13	6.53	5.37	PIGV
10.43	12.67	12.39	13.79	14.62	10.04	6.79	4.57	1.94	1.44	0.5	0.45	ZDHHC18
0	0	0.05	0	0	0.02	0.01	0.03	0.01	0	0.02	0.17	SFN
0	0	0	0	0	0	0	0	0	0	0	0	RP1-50O24.6
7.99	9.08	6.74	11.27	39.99	48.87	49.21	45.88	27.1	18.52	8.5	8.82	GPN2
9.75	6.13	5.13	9.13	20.58	31.14	30.16	28.19	25.01	23.31	22.9	29.32	GPATCH3
63.52	68.49	85.51	119.77	237.54	447.63	443.65	361.75	175.39	103.55	58.23	75.23	NUDC
0.03	0	0.02	0.05	0.02	0.09	0.16	0.03	0.03	0.06	0.14	0	NR0B2
0	0.16	0.02	0	0.12	0.22	0.05	0	0.07	0.04	0.03	0.07	C1orf172
0.1	0.08	0.02	0	0.06	0.02	0	0	0	0	0	0.11	TRNP1
0.03	0.08	0	0.05	0	0.13	0.03	0.02	0	0.01	0.09	0.11	FAM46B
14.94	17.05	15.11	16.39	18.7	10.62	6.28	3.75	2.41	1.2	0.36	0.77	SLC9A1
0.03	0	0	0	0	0	0.01	0	0	0	0	0	RP11-40H20.4
53.7	63.92	53.5	67.81	29.2	28.27	23.98	24.81	45.97	60.41	47.65	45.07	WDTC1
7.08	10.92	6.29	13.18	64.43	66.21	65.33	63.07	70.12	59.09	30.04	44.58	TMEM222
4.22	4.71	3.74	1.96	41.79	10.66	11.7	12.47	1.61	0.7	0.57	0.26	SYTL1
3.83	2.22	0.64	0.41	1.11	0.99	1.28	1.9	0.53	0.56	0.05	0.11	MAP3K6
0.03	0	0	0	0	0	0	0	0	0.01	0	0.01	FCN3
0	0	0	0	0	0	0	0	0	0	0.02	0	CD164L2
3.38	2.68	3.1	0.6	0.97	1.05	1.73	1.03	0.73	1.31	0.93	1.7	GPR3
422.49	432.8	323.19	305.35	221.82	216.21	212.38	235.37	333.75	418.3	616.15	801.01	WASF2
0	0	0	0	0.02	0	0.01	0	0.01	0.09	0.08	0.03	RP4-752I6.1
0.36	0.6	0.14	0.17	0.36	0.18	0.27	0.28	0.08	0.34	0.19	0.07	RP1-159A19.4
10.72	12.34	5.82	4.08	5.27	3.32	1.95	2.25	2.81	4.24	1.87	0.45	AHDC1
2.01	0.68	2.06	1.4	23.53	0.98	0.07	0	0.08	0.34	0.33	0.15	FGR
0	0.05	0	0.02	0.06	0	0	0	0	0.01	0	0.01	RP11-288L9.1
10.17	16.01	10.83	5.89	36.13	14.03	8.94	6.89	4.9	5.2	3.89	2.94	IFI6
0	0.03	0	0	0.04	0.09	0	0	0	0.03	0	0.03	RP11-288L9.4
9.16	8.48	7.68	10.43	17.37	18.62	19.78	20.32	16.97	10.19	1.67	1.49	FAM76A
56.99	45.61	32.1	24.65	21.95	17.18	19.87	21.42	18.66	16.13	17.13	18.28	STX12
34.34	35	40.07	52.19	33.35	44.36	36.18	29.71	20.82	14	5.62	3.94	PPP1R8
0	0	0	0	0	0	0	0	0	0	0	0	AL109927.1
