Donor1_Day07_P1_Rep1	Donor1_Day07_P2_Rep1	Donor1_Day07_P3_Rep1	Donor1_Day07_P4_Rep1	Donor1_Day14_P5_Rep1	Donor1_Day14_P6_Rep1	Donor1_Day14_P7_Rep1	Donor1_Day14_P8_Rep1	Donor1_Day15_P5_Rep2	Donor1_Day15_P6_Rep2	Donor1_Day15_P7_Rep2	Donor1_Day15_P8_Rep2	Donor2_Day06_P1_Rep2	Donor2_Day06_P2_Rep2	Donor2_Day06_P3_Rep2	Donor2_Day06_P4_Rep2	Donor3_Day07_P1_Rep3	Donor3_Day07_P2_Rep3	Donor3_Day07_P3_Rep3	Donor3_Day07_P4_Rep3	Donor3_Day14_P5_Rep3	Donor3_Day14_P5_Rep4	Donor3_Day14_P6_Rep3	Donor3_Day14_P6_Rep4	Donor3_Day14_P7_Rep3	Donor3_Day14_P7_Rep4	Donor3_Day14_P8_Rep3	Donor3_Day14_P8_Rep4	genes
0	1	0	0	0	21	13	0	0	2	11	0	0	0	0	0	0	0	1	3	0	0	0	0	1	2	0	2	UTS2
0	0	0	0	0	3	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	TNFRSF9
4444	999	5016	811	1799	9219	7982	13272	1575	9713	1957	8119	2292	3277	1278	1129	1410	1990	3183	950	967	708	12276	7396	13089	4553	5490	8750	PARK7
4	45	3	7	0	20	8	12	2	5	4	8	7	2	5	16	2	1	9	31	10	24	10	7	15	6	2	4	ERRFI1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	RP11-431K24.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-431K24.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-431K24.4
0	18	0	8	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	SLC45A1
228	30	276	37	116	626	959	464	149	393	636	447	211	156	128	70	77	196	318	49	78	44	447	254	525	737	289	382	RERE
3	0	2	0	1	6	11	3	2	5	5	0	5	1	0	0	0	1	2	0	0	0	9	6	1	4	2	5	RP5-1115A15.1
13	0	16	1	7	31	20	13	17	21	4	7	15	7	7	4	8	18	25	0	3	2	28	20	26	4	8	24	RP4-633I8.4
2309	2504	2905	819	384	51627	45664	44857	540	35808	4146	20971	1076	1110	512	1430	1538	492	1422	2455	630	763	39393	15567	54477	5260	12204	19752	ENO1
0	1	0	2	0	4	7	0	0	0	5	4	0	0	1	0	1	2	0	0	1	2	0	0	2	4	0	0	ENO1-AS1
0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CA6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC2A7
0	11	0	0	0	214	880	5	3	3	225	0	4	1	2	8	9	0	2	4	1	0	0	0	3	1	0	1	SLC2A5
6	13	2	0	3	41	42	7	1	19	23	15	5	2	2	12	8	4	10	3	1	3	10	2	25	11	8	6	GPR157
8	7	14	1	3	9	8	8	2	10	1	16	6	6	5	1	2	1	4	1	1	2	16	17	7	8	9	5	RP3-510D11.1
14	16	4	1	2	8	17	32	0	15	5	17	5	5	4	14	2	1	8	2	0	5	22	5	19	12	18	21	RP3-510D11.2
32	7	42	10	24	946	1272	492	5	493	549	436	16	53	25	16	9	25	27	17	29	27	530	161	916	441	146	303	H6PD
0	0	2	0	0	24	16	1	0	8	10	1	0	0	3	4	0	0	0	4	0	0	2	0	4	1	2	1	SPSB1
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP13-392I16.1
19	21	12	14	17	43	88	63	22	67	31	74	5	25	14	11	5	13	15	15	13	14	46	57	63	113	43	38	SLC25A33
210	18	258	4	61	876	851	1406	39	1197	189	770	101	126	16	17	4	47	146	1	4	6	1355	610	1513	418	600	829	TMEM201
22	17	17	11	9	2624	1459	261	5	498	1144	192	2	10	6	13	20	25	16	4	0	4	369	84	511	259	94	103	PIK3CD
0	0	0	0	0	14	23	0	0	1	18	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	C1orf200
0	0	0	0	0	48	80	12	0	21	8	13	0	0	0	0	1	0	0	0	0	0	18	2	63	20	2	3	RP11-558F24.4
86	0	85	3	21	353	806	170	6	134	405	100	18	59	9	3	1	20	43	1	0	0	143	94	184	262	61	123	CLSTN1
5	1	10	1	6	51	183	28	7	15	53	47	9	5	0	1	1	7	8	2	0	1	20	9	42	77	19	44	CTNNBIP1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-84A14.5
755	173	928	123	357	955	574	1313	278	854	116	772	475	676	193	162	239	507	679	216	164	169	1113	864	1116	215	691	841	LZIC
57	14	98	9	19	255	161	258	12	175	27	103	28	31	9	14	3	18	47	28	2	5	191	133	299	51	104	167	NMNAT1
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	RBP7
1924	2686	2045	1339	1159	1588	1570	2880	1468	1901	560	1737	1489	1550	1913	1499	2068	1711	2018	2671	1562	1307	2308	1719	2658	1144	1525	2119	UBE4B
157	16	115	5	18	368	630	453	4	315	179	200	51	61	15	15	16	26	83	4	3	11	292	204	535	204	135	303	KIF1B
3066	340	3920	601	867	24341	15111	21001	633	13312	7237	8728	1010	2161	407	292	391	1099	1542	408	478	665	19952	12292	17373	3792	7546	16163	PGD
2	0	0	0	0	2	2	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	RP4-736L20.3
102	0	106	0	31	93	78	208	6	137	17	146	16	82	4	4	6	30	59	5	1	1	147	92	211	66	87	97	APITD1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APITD1-CORT
3	0	2	0	2	4	5	5	1	5	5	1	3	4	0	0	1	0	3	0	0	0	2	3	9	8	1	1	CORT
391	121	387	62	150	1213	1005	2183	115	1757	212	1236	179	264	106	102	150	133	247	66	65	66	2022	945	2197	573	870	1157	DFFA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-1113E3.3
203	40	205	23	79	221	247	454	53	260	74	260	131	147	38	60	62	71	146	51	31	16	333	183	448	143	176	358	PEX14
139	31	115	12	84	42	45	45	98	17	74	23	135	73	39	37	47	81	166	12	21	7	27	45	24	18	38	52	CASZ1
21	0	28	1	16	6	16	4	29	2	8	2	34	7	7	3	11	24	38	3	5	0	0	2	2	5	7	5	RP4-734G22.3
0	0	0	0	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	C1orf127
5078	1401	5786	906	1951	7448	5195	11160	1490	8920	1628	6458	2771	3097	1149	1307	1503	2242	3946	1523	990	932	11912	7322	10426	3110	4952	7435	TARDBP
10	11	23	1	12	26	32	9	6	13	3	19	4	22	9	10	4	13	18	12	8	2	20	21	11	16	17	23	MASP2
137	80	135	26	52	102	262	117	76	79	68	80	119	80	60	26	45	99	143	55	47	35	78	88	90	88	67	121	RP4-635E18.8
115	9	107	4	44	360	1472	660	8	657	513	906	5	131	6	6	1	35	42	5	6	1	718	318	778	1748	280	405	SRM
3798	181	3882	48	1230	3422	2862	5589	697	3791	851	2866	1994	2216	319	337	415	1433	2651	168	77	55	5380	3894	5196	1481	2519	4616	EXOSC10
12	1	6	1	3	6	6	7	1	3	3	4	7	9	2	1	2	1	7	0	0	1	11	1	3	5	3	7	RP4-635E18.7
9	4	3	2	0	14	24	19	1	14	1	7	4	2	3	4	2	1	5	0	2	0	14	6	14	11	14	7	RP4-635E18.6
2955	530	2910	228	1545	1800	2502	3675	1134	1969	1226	2206	1845	2061	700	517	649	1714	2450	369	348	347	2528	1948	3433	1782	1888	3283	MTOR
10	3	5	0	7	12	4	7	9	7	2	13	10	9	8	1	0	5	3	0	4	0	13	4	9	2	5	6	MTOR-AS1
36	0	28	5	22	28	40	20	12	14	7	15	26	31	8	3	9	41	18	2	0	1	19	7	20	13	20	22	ANGPTL7
1122	881	1311	633	503	1164	1246	2297	321	1578	183	1298	638	797	309	305	372	565	799	881	360	750	1933	1300	2301	530	1015	1737	UBIAD1
0	0	0	0	0	8	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	PTCHD2
0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	3	0	0	0	RP1-69M21.2
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	FBXO2
5	0	12	0	1	43	104	93	0	98	23	45	0	5	0	1	0	5	1	0	1	0	157	73	84	26	23	55	FBXO44
47	5	69	1	17	318	175	587	6	376	72	138	5	43	8	1	0	19	30	0	0	2	606	366	411	34	144	446	FBXO6
1340	64	1527	15	686	1283	1397	2394	438	1588	309	1497	713	1010	111	178	125	629	1144	28	35	15	2032	1661	2319	673	1335	1967	MAD2L2
2	0	0	0	0	1	9	7	0	1	2	0	0	0	1	0	0	0	0	0	0	0	7	1	1	0	0	1	DRAXIN
625	489	693	402	262	2116	2078	4892	432	2408	839	2233	384	470	366	293	379	416	415	417	287	335	3462	1923	4458	842	1710	3624	AGTRAP
1	16	0	4	1	2	0	0	2	1	1	1	0	0	2	1	0	0	0	0	2	4	0	0	7	3	0	1	C1orf167
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	RP11-56N19.5
1291	3529	1387	2170	958	768	793	3094	1833	1396	356	1873	1504	1209	2937	2316	3141	1733	2011	3428	2165	1704	2153	1688	2287	1269	1823	2570	MTHFR
647	1585	615	779	455	836	745	923	939	833	335	624	893	546	1275	917	1418	743	879	1526	862	628	1148	944	860	606	540	1066	CLCN6
12	63	4	27	10	14	27	17	21	11	16	6	21	6	30	39	60	10	18	63	36	36	16	12	12	16	14	26	NPPA-AS1
6	45	2	27	4	28	9	14	13	17	3	8	13	6	43	12	24	6	8	27	40	44	18	16	16	10	3	19	NPPA
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NPPB
158	64	143	71	151	259	724	421	139	240	376	262	155	188	125	65	74	178	204	71	82	75	298	209	429	501	158	259	KIAA2013
708	49	859	17	292	2414	1795	3485	238	2159	295	1305	416	473	97	129	125	329	563	53	47	11	2585	1536	3680	520	886	2423	PLOD1
6331	4339	7602	3905	2691	2989	2277	9275	4749	5182	570	5372	7326	3620	5519	11226	14139	4851	9144	4948	3772	1795	7739	5424	9021	1874	4967	6913	MFN2
1441	2103	1654	1114	706	846	1411	2432	851	1137	451	1075	1430	1078	1281	2366	3102	1065	1819	2443	1068	897	1700	1210	2200	640	896	1978	MIIP
0	0	0	0	0	73	131	68	0	80	13	65	0	1	0	1	0	0	1	0	0	0	30	8	228	34	10	7	TNFRSF8
273	8	309	0	85	177	216	847	5	365	134	420	34	207	5	8	4	48	117	0	3	0	562	522	858	272	423	722	TNFRSF1B
1756	352	1714	237	749	1116	1317	2219	537	1570	932	1374	894	1278	516	316	383	895	1249	316	265	278	2046	1621	1944	1270	1037	2244	VPS13D
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	RP5-888M10.2
1166	13	1471	0	219	335	434	902	48	406	53	640	179	855	7	28	27	133	373	6	2	6	953	1398	542	164	916	1483	DHRS3
1	0	1	0	0	0	0	4	0	4	0	0	1	0	0	0	0	0	0	0	0	0	6	0	3	1	1	1	RP11-474O21.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADACL4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AADACL3
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C1orf158
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-845O24.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF11
0	1	3	0	0	0	0	2	0	2	1	4	1	1	0	0	0	0	1	0	0	0	0	3	2	1	2	2	HNRNPCL1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI2-3308P17.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP13-221M14.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-219C24.10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LRRC38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-597A16.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PDPN
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTA-520D8.2
860	190	913	140	620	1003	1259	1028	535	695	970	780	642	713	356	240	276	645	927	266	216	90	940	719	848	907	507	817	PRDM2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-344F13.1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-704D23.1
1	0	2	0	0	70	52	31	0	24	15	48	1	2	0	0	0	4	3	0	0	0	36	23	30	53	15	25	KAZN
0	0	0	0	0	2	45	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	1	TMEM51
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C1orf195
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	FHAD1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP3-467K16.2
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP3-467K16.7
0	1	0	0	0	0	17	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	RP3-467K16.4
98	0	65	1	69	351	931	193	37	171	1289	139	52	37	12	16	14	36	89	3	1	3	201	94	262	580	77	114	EFHD2
0	3	0	0	0	2	3	0	0	0	4	0	0	0	1	0	0	1	0	2	0	0	1	0	0	2	0	1	CTRC
0	0	0	0	0	100	164	0	0	4	12	7	0	0	2	0	0	0	0	1	0	0	0	0	13	5	0	1	CELA2A
0	1	0	0	0	185	315	1	0	16	31	5	1	0	0	0	1	3	0	3	0	0	3	2	23	19	0	2	CELA2B
256	140	249	53	94	782	578	683	93	450	190	406	144	101	113	74	110	127	174	107	53	53	508	256	769	194	211	491	CASP9
723	566	863	572	550	935	764	1268	791	1014	364	882	582	676	815	471	638	808	864	541	597	455	1334	840	1067	493	786	919	DNAJC16
0	0	0	0	2	0	2	1	0	0	0	1	2	0	3	0	0	1	1	0	0	0	0	0	0	3	0	1	RP4-680D5.8
7	6	5	2	1	27	18	19	0	48	10	53	3	2	5	3	0	2	5	8	0	2	31	17	32	21	43	17	AGMAT
1	17	0	12	1	5	0	2	3	5	5	0	3	0	5	1	0	1	4	13	1	14	0	0	3	4	2	2	RP4-680D5.2
2682	2563	3124	2359	2418	688	748	2709	4107	1656	167	1659	3434	2308	3897	3136	2861	3480	4686	3302	2985	2684	2123	1866	2784	1243	1538	2224	DDI2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RSC1A1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	RP4-680D5.9
955	990	975	624	612	554	730	1108	741	549	305	642	987	637	674	776	858	824	1277	1023	640	665	768	533	991	395	449	869	PLEKHM2
32	6	9	13	16	21	30	25	13	13	8	6	23	15	20	6	7	19	32	15	14	4	25	23	14	18	8	24	RP11-288I21.1
27	169	19	84	22	18	50	15	32	14	27	17	40	20	81	58	62	21	23	154	75	142	22	11	22	31	21	36	SLC25A34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-169K16.4
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	TMEM82
1	4	0	1	0	0	1	0	2	0	2	1	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0	FBLIM1
55	40	67	29	47	123	239	86	51	103	150	91	40	66	37	24	21	39	68	37	17	29	99	70	138	158	81	102	RP11-169K16.9
996	941	1045	515	744	1101	1770	1198	638	921	1263	920	858	1017	544	280	411	879	1112	795	598	680	1042	953	1200	1233	662	1080	SPEN
660	586	719	297	332	1287	1305	1441	227	817	400	813	494	423	350	491	558	372	637	710	340	318	1193	808	1368	434	599	1118	ZBTB17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C1orf64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-5P18.5
0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HSPB7
0	0	0	0	0	2	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	2	CLCNKA
0	0	0	0	0	2	1	37	0	26	3	66	0	0	0	0	0	0	0	0	1	0	52	25	46	22	18	10	CLCNKB
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM131C
0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	6	0	0	5	0	3	EPHA2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-276H7.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-276H7.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ARHGEF19-AS1
92	21	120	14	79	305	205	125	38	112	71	140	50	161	51	22	15	113	84	7	6	9	143	84	142	49	124	144	ARHGEF19
43	3	30	5	12	43	32	69	12	46	9	22	21	28	13	9	14	27	29	2	4	2	70	51	56	8	20	58	C1orf134
60	7	53	2	47	45	34	92	22	81	10	57	35	67	27	16	10	34	58	8	4	11	92	72	62	15	37	82	RSG1
1375	935	1384	569	737	913	902	1161	561	741	413	566	1083	1071	444	307	305	1041	1297	666	361	950	1151	926	881	418	547	941	FBXO42
628	601	719	276	253	943	1052	1369	298	823	498	762	523	410	310	340	408	398	668	601	239	351	1120	675	1305	628	544	924	SZRD1
9	35	7	10	2	12	14	2	2	4	7	4	3	6	9	4	6	5	7	18	2	10	3	6	6	3	0	1	SPATA21
1859	2672	2421	1597	1010	1715	1501	5066	1634	2080	458	2565	1712	1447	1816	2326	2537	1651	2339	3090	1609	1341	3647	2516	3958	995	2297	4308	NECAP2
42	131	42	73	21	41	51	49	51	13	42	27	68	28	107	83	102	44	75	82	96	78	50	54	38	27	32	52	RP4-798A10.2
7	0	6	0	3	2	8	2	0	4	4	8	2	1	0	0	0	3	5	0	2	0	5	1	8	7	3	7	RP4-798A10.7
0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	RP4-798A10.4
0	0	0	0	0	1	1	0	0	4	0	0	1	1	0	0	0	0	5	0	0	0	1	1	0	0	2	2	U1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM231B
138	54	181	21	46	458	548	531	56	283	177	188	120	48	33	51	87	87	137	40	16	10	325	134	495	211	127	289	NBPF1
3	5	3	0	5	0	1	0	4	1	0	0	2	5	1	0	2	2	8	1	0	0	0	2	3	1	1	1	RP5-1182A14.5
4852	297	4797	151	2296	442	844	1477	1538	443	323	713	4254	2514	896	1035	1184	2688	5980	275	248	72	729	919	1165	501	861	1857	CROCCP2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM231A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM231C
73	3	74	10	32	66	177	73	33	44	116	36	54	60	16	8	10	53	58	5	3	4	32	23	71	52	22	58	CROCC
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-108M9.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-108M9.2
6	0	11	0	1	1	5	7	0	3	0	2	7	4	0	1	0	2	7	0	0	0	13	15	6	0	3	13	U1
3	0	2	0	0	82	98	18	2	15	69	21	0	2	0	0	2	1	2	1	0	0	20	14	21	12	14	21	RP11-108M9.4
1	0	0	2	0	0	2	4	0	3	2	3	4	0	0	1	0	2	1	0	0	5	2	1	9	8	0	0	RP11-108M9.6
0	0	0	0	0	18	44	0	0	1	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	MFAP2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP1-37C10.3
105	2	158	1	60	647	661	568	29	388	229	335	60	96	16	0	5	59	62	16	6	7	388	206	585	222	222	330	ATP13A2
3913	2682	4203	1449	1297	4950	3776	9438	1183	7080	504	4719	2465	2223	1218	1754	2313	1802	3122	2423	1231	1613	10091	5853	9458	1505	3443	6272	SDHB
5	0	0	16	1	335	146	0	6	2	167	0	2	6	9	4	0	5	0	1	0	1	0	0	4	21	0	0	PADI2
1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	RP11-380J14.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PADI1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	PADI3
1	8	7	29	8	664	333	98	11	128	234	84	7	6	21	13	5	13	19	0	3	7	162	77	89	60	63	59	PADI4
0	0	0	1	0	4	7	1	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	AC004824.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP1-20B21.4
1203	34	1029	34	453	2106	2484	2185	200	1544	1118	1132	601	837	88	60	49	529	779	56	27	18	2118	1262	2145	1557	694	1510	RCC2
0	0	0	0	0	1	8	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	ARHGEF10L
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-473A10.2
0	0	0	0	0	7	3	3	0	9	0	1	0	0	0	0	0	0	0	0	0	0	3	0	8	9	0	0	ACTL8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-174G17.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-174G17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-422P22.1
0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	KLHDC7A
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PAX7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TAS1R2
0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	RP13-279N23.2
288	19	363	5	70	635	644	1522	52	846	258	687	156	130	20	32	26	68	217	10	6	2	1264	760	1442	372	533	1238	ALDH4A1
