GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	44	9	3.44950115137e-05	0.000962389126256	FCER1G:PRG2:IL23A:PYCARD:NOD2:EPX:TLR9:TLR9:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTERLEUKIN_10_PRODUCTION
GO_REGULATION_OF_CELL_KILLING	63	11	3.85020104808e-05	0.00106746824058	IL23A:RIPK3:B2M:PIK3R6:CCL2:CD226:FCER2:ICAM1:CEACAM1:CCR2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_KILLING
GO_PLATELET_ACTIVATION	141	18	4.5068888858e-05	0.00124177385698	FCER1G:F5:DGKZ:TRPC6:CD9:CLEC1B:PIK3R6:MYL12A:AXL:GP6:PRKCD:GP9:PF4:TREML1:ACTB:GNA14:ADAMTS13:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PLATELET_ACTIVATION
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	29	7	4.75211785587e-05	0.0013012589388	FCER1G:IL23A:PYCARD:NOD2:TLR9:TLR9:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION
GO_REGULATION_OF_HEMOPOIESIS	313	31	4.82919296197e-05	0.00131425153247	CD101:SOX13:HLX:IL2RA:ADAM8:CTR9:SPI1:IL23A:MMP14:MEIS2:FES:PIK3R6:CCL5:IKZF3:AP3D1:NFKBID:TYROBP:AXL:INHA:L3MBTL1:CEBPB:LIF:LGALS1:CCR1:GATA2:PF4:IL4:CSF1R:HOXA9:TMEM176B:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_HEMOPOIESIS
GO_NEUTROPHIL_MEDIATED_IMMUNITY	22	6	5.17724743637e-05	0.00140038229437	CTSG:AZU1:ELANE:ADAM17:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEUTROPHIL_MEDIATED_IMMUNITY
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	232	25	5.31112603669e-05	0.00142193178981	CD101:SOX13:HLX:IL2RA:ADAM8:IL23A:MMP14:PIK3R6:CCL5:IKZF3:AP3D1:NFKBID:TYROBP:AXL:INHA:CEBPB:LIF:LGALS1:CCR1:GATA2:PF4:IL4:CSF1R:TMEM176B:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GO_REGULATION_OF_CHEMOKINE_PRODUCTION	65	11	5.32102518278e-05	0.00142193178981	P2RY2:TIRAP:PYCARD:AZU1:ELANE:ADAM17:IL1RL1:TLR9:TLR9:IL4:CSF1R:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CHEMOKINE_PRODUCTION
GO_LEUKOCYTE_DEGRANULATION	30	7	6.20919170159e-05	0.00164933978373	S100A13:CORO1A:MILR1:HCK:GATA2:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LEUKOCYTE_DEGRANULATION
GO_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS	16	5	6.35164703199e-05	0.00166721338662	PTAFR:TIRAP:NLRP12:CEBPB:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS
GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	16	5	6.35164703199e-05	0.00166721338662	C3AR1:THBS1:CCL2:CCL5:C5AR1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	67	11	7.25405941954e-05	0.00188236345675	PTAFR:FCER1G:TIRAP:PYCARD:NOD2:CYBA:CCR2:TLR9:TLR9:SPON2:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION
GO_WOUND_HEALING	467	41	7.260430809e-05	0.00188236345675	F3:RHOC:S100A8:FCER1G:F5:PLAU:DGKZ:P2RY2:TRPC6:CD9:CLEC1B:SCARB1:PKM:PIK3R6:MYL12A:PRTN3:AXL:CEACAM1:PLAUR:GP6:ADAM17:SERPINE2:PDGFB:SCUBE1:CELSR1:GPX1:PRKCD:GATA2:GP9:PF4:HPSE:ADRB2:F12:F13A1:TREML1:ACTB:GNA14:GSN:TOR1A:ADAMTS13:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_WOUND_HEALING
GO_REGULATION_OF_CYTOKINE_SECRETION	146	18	7.29861394411e-05	0.00188236345675	FGR:SLAMF1:SRGN:APOA1:CD276:SOCS1:PYCARD:NOD2:TRIM16:C5AR2:NLRP12:IL1RL1:CCR2:TLR9:TLR9:CD14:CSF1R:CLEC5A:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_SECRETION
GO_REGULATION_OF_MAST_CELL_ACTIVATION	39	8	7.4796833473e-05	0.0019068893867	CNR2:FGR:FCER1G:FES:MILR1:CD300A:CD226:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MAST_CELL_ACTIVATION
GO_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	39	8	7.4796833473e-05	0.0019068893867	SLAMF1:IL2RA:IL23A:RIPK3:PYCARD:CLC:IGFBP2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION
GO_MACROPHAGE_ACTIVATION	31	7	8.01917430263e-05	0.00203274612608	AZU1:SBNO2:TYROBP:CX3CR1:IL4:CLU:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MACROPHAGE_ACTIVATION
GO_NEGATIVE_REGULATION_OF_WOUND_HEALING	58	10	8.38867851905e-05	0.00209349650641	PTGER3:PLAU:ANXA2:ALOX12:PLAUR:SERPINE2:PDGFB:PRKCD:ADRB2:F12	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_WOUND_HEALING
GO_AMINOGLYCAN_CATABOLIC_PROCESS	68	11	8.42895052456e-05	0.00209349650641	HSPG2:FUCA1:GNS:LUM:CSPG4:LYG1:GPC1:HYAL3:IDUA:HPSE:GPC2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AMINOGLYCAN_CATABOLIC_PROCESS
GO_REGULATION_OF_HYDROLASE_ACTIVITY	1309	92	8.44249008783e-05	0.00209349650641	IFI6:PTAFR:F3:S1PR1:RHOC:DENND2C:S100A8:CR1:SIPA1L2:ACTN2:IL2RA:EPS8L2:NR1H3:RASGRP2:RIN1:TBC1D10C:APOA1:ARHGAP9:RASAL1:DIABLO:ADPRHL1:MMP14:RIPK3:PLEKHG3:GPR65:THBS1:CCPG1:WFIKKN1:PAM16:RABEP2:PYCARD:NOL3:TAX1BP3:ALOX12:CCL2:CCL5:CCL23:RAPGEFL1:ERN1:CD300A:GRIN2C:LLGL2:ARHGDIA:SERPINB10:HMHA1:TBXA2R:TNFSF14:ICAM1:CPAMD8:BST2:LPAR2:GMIP:PLAUR:PTGIR:PRKD2:C5AR1:NLRP12:EPS8L1:ALS2:SERPINE2:CST7:RTN4R:CSF2RB:CYTH4:SH3BP1:PDGFB:DENND6B:IL5RA:PLXNB1:GPX1:TLR9:TLR9:PRKCD:PXK:CSTA:KALRN:SPOCK1:GFRA3:ARAP3:ADRB2:RGS14:RGL2:ADAP1:PCOLCE:CAV2:FGD3:GSN:HSPA5:TBC1D13:CSF2RA:IL3RA:ARHGAP6:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_HYDROLASE_ACTIVITY
GO_SINGLE_ORGANISM_CELL_ADHESION	455	40	8.44760763406e-05	0.00209349650641	TNFRSF4:PTPRU:S100A8:FCER1G:DLG5:ADAM8:ITGA7:IL23A:CDH24:RIPK3:BATF:JAG2:B2M:CD276:ITGAX:KIFC3:CCL5:MYL12A:PIP5K1C:TNFSF14:ICAM1:HSH2D:AXL:TTYH1:ADAM17:IL18R1:DPP4:MMP24:CEBPB:ITGB2:CSTA:THBS4:IL4:NT5E:LFNG:ACTB:CERCAM:FUT7:BMX:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_SINGLE_ORGANISM_CELL_ADHESION
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	212	23	8.66162789756e-05	0.0021346100752	TNFRSF18:CLCF1:IL23A:CSPG4:SOCS1:TMEM102:UNC119:CCL5:CD300A:ICAM1:CRLF1:TEX101:ADAM17:TGFA:ITGB2:LIF:PDGFB:PRKCD:ZFYVE28:DOK7:THBS4:IL4:CSF1R	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	136	17	8.98147120372e-05	0.00218790120468	PTGER3:TNFAIP8L2:LAX1:HLX:IL2RA:APOA1:CD276:ALOX12:CD300A:NFKBID:CEACAM1:SERPINE2:CEBPB:PRKCD:IL4:ADRB2:GNRH1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION
GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	11	4	9.1244752675e-05	0.00218790120468	PRG3:AMDHD1:HAL:HDC	http://www.broadinstitute.org/gsea/msigdb/cards/GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	11	4	9.1244752675e-05	0.00218790120468	SCARB1:NOD2:LY96:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN
GO_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	11	4	9.1244752675e-05	0.00218790120468	FCER1G:TYROBP:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_BONE_TRABECULA_MORPHOGENESIS	11	4	9.1244752675e-05	0.00218790120468	THBS3:SBNO2:PLXNB1:FBN2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_BONE_TRABECULA_MORPHOGENESIS
GO_REGULATION_OF_PLATELET_AGGREGATION	17	5	9.41845262774e-05	0.00224625031487	PTGER3:ALOX12:SERPINE2:PRKCD:ADRB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PLATELET_AGGREGATION
GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	24	6	9.65800089189e-05	0.00229106374099	FCER1G:VIMP:NOD2:CCL5:ADAM17:CLEC5A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	113	15	9.72168595369e-05	0.00229390419631	PTGER3:S100A8:FCER1G:ADAM8:IL23A:NOD2:CCL2:CCL5:CCL23:NLRP12:IL1RL1:CCR2:TLR9:TLR9:F12:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE
GO_REGULATION_OF_B_CELL_ACTIVATION	102	14	0.000102935932832	0.00241599893144	TNFRSF4:CHRNB2:MNDA:CLCF1:TBC1D10C:TIRAP:MMP14:NOD2:TNFSF13:IKZF3:CD300A:INHA:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_B_CELL_ACTIVATION
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	80	12	0.000104557647218	0.00244114591084	WT1:THBS1:CCL2:LIF:PDGFB:CX3CR1:CCR2:STAB1:PF4:THBS4:ADRB2:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	460	40	0.000107302340425	0.00249211090118	SYTL1:FGR:PTAFR:SLAMF1:FCER1G:ACTN2:BET1L:PACSIN3:NR1H3:TBC1D10C:SCARB1:ADPRHL1:B2M:ANXA2:FES:DOC2A:CORO1A:STX1B:PYCARD:SMPD3:CYBA:PLD2:UNC119:CCL2:CD300A:LLGL2:AZU1:PRTN3:AXL:CEACAM1:STON1:HCK:CCR2:GATA2:IL4:CD14:SYTL3:STX1A:TBC1D13:TOR1A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	114	15	0.000108143147162	0.00249855729589	SLAMF1:FCER1G:CR1:CLCF1:IL23A:RIPK3:B2M:TNFSF13:PIK3R6:CD226:FCER2:CLC:CEACAM1:TRPM4:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION	41	8	0.000113441124087	0.00260738252047	FGR:PTAFR:FCER1G:FES:CD300A:CEACAM1:CCR2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION
GO_CELL_DEATH	995	73	0.00011590611534	0.00265030684355	TNFRSF18:TNFRSF4:TNFRSF8:IFI6:PLK3:PTGER3:F3:ADAMTSL4:S100A8:JTB:IL2RA:SRGN:PRF1:UNC5B:PLAU:DPYSL4:SPI1:LGALS12:KRT18:PHLDA1:DIABLO:DAD1:RIPK3:GPR65:JAG2:CRIP1:CRIP1:THBS1:CAPN3:SHC4:DAPK2:PKM:ST20:CDIP1:ATP2A1:PYCARD:NOL3:ALOX12:TMEM102:ERN1:GADD45B:TNFSF14:PLEKHF1:CLC:MAP3K10:PLAUR:PRKD2:C5AR1:NLRP12:TFPT:ALS2:BLCAP:ELMO2:CEBPB:ITGB2:AIFM3:LGALS1:BIK:GRAMD4:CCR2:GPX1:PRKCD:MFSD10:IL4:CD14:UNC5A:CLU:LY96:GADD45G:TLR4:TRAF1:GSN:BMX:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_DEATH
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	203	22	0.000119110461341	0.00270961028979	TNFRSF4:CHRNB2:MNDA:SLAMF1:IL2RA:CLCF1:TIRAP:IL23A:RIPK3:CD276:CORO1A:PYCARD:CCL5:IKZF3:CD300A:CLC:IGFBP2:CEBPB:CCR2:IL4:GNRH1:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1376	95	0.000125751278123	0.00284608504976	TNFRSF18:TNFRSF4:TNFRSF8:ID3:CNR2:PTAFR:PLK3:PTGER3:TGFBR3:F3:S100A8:CHRNB2:ACTN2:PLAU:CTR9:WT1:NR1H3:SPI1:CATSPER1:P2RY2:TRPC6:TIRAP:CD9:ADCY6:AQP2:MMP19:SCARB1:CEBPE:CTSG:THBS1:B2M:DUOX2:ALDH1A2:PKM:CYP11A1:VIMP:SOCS1:PYCARD:NOD2:MMP15:AGRP:NQO1:HP:CYBA:TRIM16:CCL2:CCL5:ERN1:RAB31:HRH4:SLC14A2:ELANE:SBNO2:TBXA2R:P2RY11:ICAM1:SLC27A1:AXL:GIPR:PTGIR:C5AR1:ADAM17:IL1RL1:IL18RAP:IGFBP2:HCK:CEBPB:KCNE1:LGALS1:PDGFB:CX3CR1:CCR2:CCR5:GPX1:PRKCD:SPON2:PF4:PPBP:CXCL3:SPP1:ACSL1:IL4:CD14:ADRB2:CAV2:AOC1:GNRH1:STAR:LY96:VLDLR:TLR4:GSN:CARD9:NSMF:GK	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND
GO_REGULATION_OF_PROTEIN_MATURATION	82	12	0.000135484830567	0.00305081577866	CR1:ADAM8:C3AR1:THBS1:NOL3:C5AR1:C5AR2:SERPINE2:MFI2:F12:GSN:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_MATURATION
GO_CHEMICAL_HOMEOSTASIS	869	65	0.000149937480658	0.00334907916553	CD52:PTGER3:S1PR1:HRNR:S100A8:PLAU:SFXN3:NR1H3:P2RY2:TRPC6:APOA1:C3AR1:ADCY6:CACNB3:AQP2:SLC39A5:TPCN1:SLC8B1:SCARB1:RAB20:B2M:NMB:ATP2A1:CETP:NOL3:CYBA:ALOX12:CCL2:CCL5:CCL23:WNK4:ERN1:FAM20A:HRH4:ELANE:TBXA2R:ICAM1:LPAR2:CEBPA:GIPR:C5AR1:TRPM4:EPAS1:SLC4A11:SLC9A8:TRPM2:LGALS1:CCR3:CCR1:CCR2:CCR5:GATA2:CP:ATP13A4:MFI2:SLC9A3:SLC26A2:HK3:SLC26A8:STAR:JPH1:CALB1:GK:HEPH:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CHEMICAL_HOMEOSTASIS
GO_MICROGLIAL_CELL_ACTIVATION	12	4	0.000150240476542	0.00334907916553	AZU1:CX3CR1:IL4:CLU	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MICROGLIAL_CELL_ACTIVATION
GO_RESPONSE_TO_METAL_ION	333	31	0.000155400116884	0.00344677459249	SLC30A2:S100A8:S100A13:KCNIP2:RASGRP2:AQP2:HVCN1:ALOX5AP:CRIP1:CRIP1:THBS1:CAPN3:B2M:MT1F:CPNE7:ICAM1:CEBPA:GIPR:HAAO:IGFBP2:CPNE1:CP:ALB:IL4:CD14:NT5E:AOC1:GNRH1:CLU:STAR:GSN:HSPA5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_METAL_ION
GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	26	6	0.000168751673328	0.00368727389982	FCER1G:CLCF1:TNFSF13:CD226:FCER2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM	26	6	0.000168751673328	0.00368727389982	CTSG:AZU1:ELANE:GNLY:CCR2:ALB	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM
GO_MYELOID_DENDRITIC_CELL_ACTIVATION	26	6	0.000168751673328	0.00368727389982	SLAMF1:BATF3:SPI1:BATF:PYCARD:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MYELOID_DENDRITIC_CELL_ACTIVATION
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	95	13	0.000169568051299	0.00368727389982	SLAMF1:IL23A:RIPK3:CD276:PYCARD:AXL:IL1RL1:IL18R1:INHA:CCR2:TLR9:TLR9:CD14:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION
GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	73	11	0.000170787223223	0.00369566888886	FCER1G:HLX:CLCF1:IL23A:B2M:PYCARD:TNFSF13:CD226:FCER2:CCR2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	156	18	0.000177757930086	0.00379518751332	TNFRSF4:FGR:PTAFR:FCER1G:HLX:CLCF1:IL23A:B2M:FES:TNFSF13:CCL2:CD300A:CD226:FCER2:CCR2:SPON2:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	131	16	0.000177952886107	0.00379518751332	TRIM62:S100A8:ADAM8:TIRAP:RIPK3:CAPN3:PYCARD:NOD2:AMH:ICAM1:PRKD2:ITGB2:TLR9:TLR9:CLU:TLR4:TRAF1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	131	16	0.000177952886107	0.00379518751332	CD101:HLX:IL2RA:ADAM8:IL23A:MMP14:PIK3R6:CCL5:AP3D1:AXL:LIF:LGALS1:CCR1:PF4:IL4:CSF1R	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
GO_ESTROUS_CYCLE	19	5	0.000190110466158	0.00403507190372	HAS1:TRPM2:ADRB2:GNRH1:CLU	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ESTROUS_CYCLE
GO_REGULATION_OF_BODY_FLUID_LEVELS	504	42	0.000194617903828	0.00411107153039	PTGER3:F3:HRNR:FCER1G:F5:PLAU:DGKZ:NR1H3:P2RY2:TRPC6:CD9:CLEC1B:ADCY6:AQP2:THBS1:ANXA2:CYBA:ALOX12:PIK3R6:WNK4:MYL12A:PRTN3:AXL:PLAUR:GP6:SERPINE2:PDGFB:SCUBE1:PRKCD:GATA2:GP9:PF4:HPSE:ADRB2:F12:F13A1:TREML1:ACTB:GNA14:TLR4:ADAMTS13:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_BODY_FLUID_LEVELS
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	120	15	0.000199107762705	0.00418598121023	SLAMF1:CR1:HLX:IL2RA:NR1H3:APOA1:VIMP:NLRC5:CD300A:BST2:CEACAM1:IL1RL1:CCR2:GPX1:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE
GO_POSITIVE_REGULATION_OF_VASOCONSTRICTION	35	7	0.000201748929557	0.00422150118639	PTAFR:PTGER3:ALOX5:TBXA2R:ICAM1:TRPM4:HRH2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_VASOCONSTRICTION
GO_CELL_CELL_ADHESION	600	48	0.000204836480865	0.00426598417426	TNFRSF4:PTPRU:S100A8:CADM3:FCER1G:DLG5:CDHR1:ADAM8:KIRREL3:IGSF9B:ITGA7:IL23A:CDH24:RIPK3:BATF:JAG2:B2M:CD276:CLDN9:ITGAX:KIFC3:CCL5:MYL12A:CD226:PIP5K1C:TNFSF14:ICAM1:HSH2D:CEACAM1:TTYH1:ADAM17:IL18R1:DPP4:MMP24:ELMO2:CEBPB:ITGB2:CELSR1:CSTA:THBS4:IL4:NT5E:LFNG:ACTB:CERCAM:FUT7:BMX:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_CELL_ADHESION
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_IMPORT_INTO_NUCLEUS	27	6	0.000218443803479	0.0045070544755	IL23A:TNFSF14:NLRP12:IL18R1:TLR9:TLR9:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NF_KAPPAB_IMPORT_INTO_NUCLEUS
GO_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	27	6	0.000218443803479	0.0045070544755	SLAMF1:IL2RA:IL23A:PYCARD:IGFBP2:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION
GO_REGULATION_OF_GTPASE_ACTIVITY	668	52	0.000234286473706	0.00477191613042	S1PR1:DENND2C:SIPA1L2:ACTN2:IL2RA:EPS8L2:RASGRP2:RIN1:TBC1D10C:ARHGAP9:RASAL1:ADPRHL1:PLEKHG3:GPR65:CCPG1:RABEP2:TAX1BP3:CCL2:CCL5:CCL23:RAPGEFL1:GRIN2C:LLGL2:ARHGDIA:HMHA1:TBXA2R:ICAM1:GMIP:PTGIR:EPS8L1:ALS2:RTN4R:CSF2RB:CYTH4:SH3BP1:PDGFB:DENND6B:IL5RA:PLXNB1:KALRN:GFRA3:ARAP3:RGS14:RGL2:ADAP1:CAV2:FGD3:TBC1D13:CSF2RA:IL3RA:ARHGAP6:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_GTPASE_ACTIVITY
GO_MACROPHAGE_CHEMOTAXIS	13	4	0.000234508051495	0.00477191613042	CCL2:CCL5:AZU1:CX3CR1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MACROPHAGE_CHEMOTAXIS
GO_SUPEROXIDE_ANION_GENERATION	13	4	0.000234508051495	0.00477191613042	PRG3:CYBA:ALOX12:NCF1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_SUPEROXIDE_ANION_GENERATION
GO_REGULATION_OF_ENDOCYTOSIS	199	21	0.000236254445606	0.0047855010078	FGR:FCER1G:PACSIN3:NR1H3:SCARB1:B2M:ANXA2:PYCARD:CYBA:PLD2:UNC119:CCL2:CD300A:AZU1:PRTN3:AXL:STON1:HCK:GATA2:CD14:TOR1A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ENDOCYTOSIS
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	45	8	0.000241557304027	0.00487067363938	PRG3:TIRAP:PYCARD:NOD2:ELANE:PRKD2:TLR9:TLR9:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION
GO_RESPONSE_TO_INORGANIC_SUBSTANCE	478	40	0.000243220097954	0.00488201065395	SLC30A2:F3:S100A8:S100A13:KCNIP2:RASGRP2:TRPC6:CD9:AQP2:HVCN1:ALOX5AP:CRIP1:CRIP1:THBS1:CAPN3:B2M:MT1F:NQO1:HP:CPNE7:SLC14A2:ICAM1:CEBPA:GIPR:HAAO:IL18RAP:IGFBP2:CPNE1:GPX1:PRKCD:CP:ALB:IL4:CD14:NT5E:AOC1:GNRH1:CLU:STAR:GSN:HSPA5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_INORGANIC_SUBSTANCE
GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	36	7	0.000248585030905	0.00493486703558	UNC119:CCL5:ADAM17:TGFA:PDGFB:DOK7:CSF1R	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	36	7	0.000248585030905	0.00493486703558	PYCARD:NOD2:TRIM16:AZU1:NLRP12:CCR2:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION
GO_TISSUE_REMODELING	87	12	0.000249190761039	0.00493486703558	CTSK:CELA1:IL23A:MMP14:CSPG4:NOL3:AXL:EPAS1:LIF:CCR2:THBS4:ADRB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TISSUE_REMODELING
