NC7_1_S11	NC7_2_S12	NC7_3_S13	TMCC_6_1_S14	TMCC_6_2_S15	TMCC_9_2_S16	TMCC_9_3_S17	genes
0	0	0	0	0	0	0	RP4-656G21.1
0	0	0	0	0	0	0	RP11-111I12.1
0	0	0	0	0	0	0	RP5-893G23.1
0	0	0	0	0	0	0	RP4-591L5.1
0	0	0	0	0	0	0	RP4-591L5.2
2	5	1	1	4	1	2	MATN1
19	22	14	16	18	23	24	MATN1-AS1
8426	8769	7672	8393	8010	8202	7997	LAPTM5
0	0	0	0	0	0	0	RP5-1125N11.1
1	0	0	4	1	1	0	RP1-65J11.1
0	0	0	0	0	0	0	RP1-65J11.5
9	8	7	5	10	10	9	SDC3
668	762	666	730	795	745	649	PUM1
0	2	1	1	2	0	0	NKAIN1
278	287	239	263	254	275	224	SNRNP40
220	220	199	218	198	203	230	ZCCHC17
1	1	0	0	1	4	2	RP11-266K22.2
2	3	1	1	1	0	2	FABP3
73	104	77	97	66	109	83	SERINC2
0	0	0	0	0	0	0	AC114494.1
0	0	0	0	0	0	0	RP11-439L8.3
0	0	0	0	0	0	0	RP11-439L8.4
0	0	0	0	0	0	0	RP11-73M7.1
0	0	0	0	0	0	0	TINAGL1
0	0	1	0	1	1	2	HCRTR1
717	857	754	829	763	761	662	PEF1
0	0	0	0	0	0	1	RP11-73M7.6
0	0	1	0	1	0	0	RP11-73M7.9
1	0	1	0	1	0	0	COL16A1
0	1	0	0	0	0	0	BAI2
0	0	0	0	0	0	0	RP11-84A19.3
0	0	0	0	0	0	0	SPOCD1
0	1	0	0	0	0	0	RP11-84A19.2
1	0	0	0	0	1	0	RP11-84A19.4
1427	1165	924	1042	1055	1024	1232	PTP4A2
6	4	0	6	4	5	4	AL136115.1
4	0	0	0	3	1	4	RP4-534N18.2
80	82	75	74	74	87	75	KHDRBS1
0	0	1	0	1	0	2	RP11-277A4.4
130	184	139	178	158	149	146	TMEM39B
2914	3068	2709	2663	2821	2867	2806	KPNA6
630	702	522	664	721	667	694	TXLNA
124	140	135	148	136	145	117	CCDC28B
0	0	0	0	0	0	0	RP4-622L5.7
22	26	24	37	22	27	23	IQCC
2	4	2	4	4	5	2	DCDC2B
54	56	32	45	75	47	56	TMEM234
1646	1950	1543	1851	1810	1736	1589	EIF3I
0	0	0	0	0	0	0	FAM167B
0	0	0	0	0	0	0	LCK
1079	1235	998	1071	1195	1269	1120	HDAC1
8	7	10	10	13	8	8	MARCKSL1
0	0	0	0	0	0	0	RP4-811H24.9
1	3	0	1	2	2	3	TSSK3
10	15	12	8	6	10	12	FAM229A
4175	5017	4254	4723	4992	5073	4650	BSDC1
0	0	0	0	0	0	0	RP1-27O5.3
0	1	0	0	0	0	0	ZBTB8B
1	0	0	0	0	0	0	ZBTB8A
202	200	163	194	191	206	244	ZBTB8OS
1235	1218	1005	1091	1137	1122	1200	RBBP4
7	6	9	3	5	7	5	SYNC
2	4	0	5	1	3	5	RP11-114B7.6
661	737	651	701	619	798	646	KIAA1522
3342	3752	2921	3477	3948	3500	3256	YARS
78	83	53	67	62	60	71	S100PBP
0	0	0	0	0	0	0	FNDC5
0	0	0	0	0	0	0	HPCA
0	0	0	0	0	0	0	TMEM54
36	17	25	25	33	33	25	RNF19B
0	0	0	1	0	0	0	FKSG48
0	0	0	0	0	1	1	RP1-117O3.2
284	261	190	217	270	258	251	AK2
0	0	0	0	0	0	1	ADC
4	8	11	9	8	8	8	TRIM62
1	1	1	2	0	0	0	ZNF362
0	0	0	0	0	0	0	RP11-415J8.7
0	0	0	0	0	0	0	A3GALT2
0	0	0	0	0	0	0	RP11-415J8.3
26	24	14	21	22	28	11	PHC2
0	0	0	0	0	1	0	RP11-415J8.5
7	7	10	2	7	10	14	ZSCAN20
0	0	0	1	0	1	0	CSMD2
0	0	0	0	0	0	0	HMGB4
0	0	0	0	0	0	0	RP5-1007G16.1
0	0	0	0	0	0	0	C1orf94
332	362	319	390	419	372	306	SMIM12
1	1	0	2	0	0	2	GJB5
0	0	0	0	1	0	0	GJB4
0	0	0	0	0	0	0	RP1-34M23.5
0	1	0	0	0	0	0	GJB3
0	1	0	0	0	0	0	GJA4
13	13	15	15	13	16	9	RP5-997D16.2
0	0	0	0	0	1	0	DLGAP3
0	0	0	0	0	0	0	RP11-244H3.4
0	0	0	0	0	0	0	ZMYM6NB
103	55	49	49	64	58	75	ZMYM6
50	19	14	32	21	29	21	ZMYM1
352	313	230	297	349	356	316	SFPQ
105	129	83	87	88	84	117	ZMYM4
0	0	0	0	0	1	0	ZMYM4-AS1
486	536	448	420	530	428	509	KIAA0319L
252	338	365	346	353	378	328	NCDN
2	1	1	1	0	1	0	RP4-728D4.2
3	3	4	6	6	1	10	TFAP2E
768	778	683	779	760	772	729	PSMB2
21	17	14	29	18	23	23	C1orf216
17	9	5	3	10	11	8	CLSPN
0	0	0	0	0	0	0	RP11-435D7.3
6	4	2	7	2	3	6	AGO4
35	28	25	29	48	31	35	AGO1
0	0	0	0	0	0	0	RP4-789D17.5
127	89	83	104	113	141	94	AGO3
0	0	0	0	0	0	0	RP4-665N4.8
0	0	1	2	0	0	0	TEKT2
327	388	383	372	422	391	315	ADPRHL2
0	0	0	0	0	0	0	COL8A2
661	609	498	479	564	591	555	TRAPPC3
50	45	24	51	35	38	41	MAP7D1
1317	1326	1174	1218	1318	1299	1349	THRAP3
4	0	0	2	1	2	2	SH3D21
0	0	0	0	0	0	0	EVA1B
2	0	2	1	0	2	0	RP11-268J15.5
893	943	852	951	1010	1012	928	STK40
700	930	762	877	1025	896	768	LSM10
12	14	8	7	10	12	8	OSCP1
396	525	434	510	514	495	463	MRPS15
0	0	0	1	0	0	0	CSF3R
0	0	0	0	0	0	0	RP4-614N24.1
0	0	0	0	0	0	0	GRIK3
0	0	0	0	0	0	0	RP5-1180C18.1
4	4	3	1	3	5	2	LINC01137
88	100	101	93	110	100	103	ZC3H12A
335	325	283	288	332	339	355	MEAF6
170	167	118	136	155	160	148	SNIP1
0	1	1	1	0	5	0	DNALI1
477	522	432	494	509	476	578	GNL2
0	0	0	0	0	0	0	RSPO1
1181	1100	1054	1059	1103	1124	1149	C1orf109
161	183	157	171	143	168	131	CDCA8
0	0	0	0	0	0	0	EPHA10
0	0	0	0	0	0	1	MANEAL
0	0	0	0	0	0	0	RP11-109P14.9
26	19	17	24	19	17	24	YRDC
36	64	49	69	52	43	68	C1orf122
250	285	180	214	248	234	236	MTF1
0	0	0	0	0	0	0	AL929472.1
0	0	0	0	0	0	0	RP11-109P14.10
548	595	452	533	562	485	497	INPP5B
709	763	665	749	768	728	697	SF3A3
47	65	51	57	69	77	51	FHL3
265	218	147	173	173	186	204	UTP11L
0	0	0	0	0	0	0	POU3F1
0	0	0	0	0	0	1	RP5-884C9.2
0	0	0	0	0	0	0	RP11-214L19.1
0	0	0	0	0	0	0	RP11-329N22.1
83	71	74	75	87	97	76	RRAGC
6	5	5	4	5	5	6	RP5-864K19.4
255	221	131	187	179	205	222	MYCBP
0	0	0	0	0	0	0	GJA9
1	1	3	0	2	0	0	RHBDL2
437	348	230	178	218	287	333	AKIRIN1
829	1024	820	985	965	961	850	NDUFS5
190	175	140	213	205	208	180	MACF1
0	0	0	0	0	1	0	RP11-420K8.1
2	0	3	2	1	1	0	KIAA0754
3	0	1	0	0	2	4	BMP8A
7	13	7	6	19	19	12	RP11-69E11.4
403	343	287	302	305	322	317	PABPC4
1	0	0	0	0	0	0	RP11-69E11.8
3	0	3	0	0	0	0	HEYL
0	0	0	0	0	0	0	RP1-144F13.3
0	0	0	0	0	0	0	NT5C1A
1	0	0	0	0	0	0	HPCAL4
403	530	384	503	503	455	430	PPIE
1	2	2	4	3	5	3	BMP8B
0	0	1	0	0	0	0	OXCT2
0	0	0	0	0	0	0	RP1-118J21.25
84	88	101	102	102	107	107	TRIT1
1	3	0	3	4	1	1	MYCL
0	0	1	1	1	2	0	RP1-118J21.5
1	0	0	1	0	1	0	MFSD2A
785	829	660	725	816	809	808	CAP1
389	482	355	381	438	395	423	PPT1
513	361	346	388	429	421	538	RLF
0	0	0	0	0	0	0	TMCO2
45	24	27	28	33	27	36	RP1-39G22.7
348	200	174	203	182	205	249	ZMPSTE24
1	1	5	4	2	1	2	COL9A2
734	726	712	685	724	715	779	SMAP2
0	1	3	2	0	0	2	ZFP69B
0	0	0	0	0	0	0	ZFP69
0	0	0	0	0	0	0	RP11-656D10.3
5	3	0	5	1	0	0	EXO5
0	0	0	0	0	0	0	RP11-656D10.5
2	0	0	0	0	0	0	RP11-656D10.6
6	5	5	2	1	5	1	ZNF684
34	51	37	52	51	51	29	RIMS3
1	0	0	0	0	0	0	RP4-739H11.3
2	2	2	2	5	2	2	NFYC-AS1
429	439	387	413	463	457	454	NFYC
15	17	30	10	16	15	19	KCNQ4
0	0	0	0	0	0	0	CITED4
0	0	0	0	0	0	0	RP5-1066H13.4
108	111	91	77	66	98	84	CTPS1
0	1	0	1	0	2	0	SLFNL1
14	26	14	18	27	19	12	SCMH1
0	0	0	0	0	0	0	RP11-399E6.1
0	0	0	0	0	0	0	FOXO6
0	0	0	0	0	0	0	RP11-399E6.4
0	1	4	0	0	1	0	EDN2
3	1	0	0	0	0	0	HIVEP3
0	0	0	0	0	0	0	RP11-486B10.3
0	0	0	0	0	0	0	GUCA2B
0	0	0	0	0	0	0	GUCA2A
505	348	317	315	342	358	384	FOXJ3
0	0	0	0	0	0	0	RIMKLA
6	4	0	9	2	1	1	ZMYND12
463	386	290	350	314	351	343	PPCS
5	4	7	7	8	6	3	CCDC30
109	114	96	107	112	130	98	PPIH
0	2	0	0	2	0	0	RP5-994D16.3
678	722	647	603	669	683	676	YBX1
0	0	0	0	0	0	0	CLDN19
139	223	141	141	130	178	188	LEPRE1
71	88	62	54	50	62	85	C1orf50
2	0	0	2	0	2	2	RP5-994D16.9
185	178	181	174	172	168	164	CCDC23
3883	4054	3612	3726	4073	3654	4086	ERMAP
38	27	24	15	33	42	24	RP11-342M1.3
17	28	17	23	21	23	16	ZNF691
19466	22391	20419	20888	21320	19503	19651	SLC2A1
38	34	46	63	52	41	43	SLC2A1-AS1
0	0	0	0	0	1	0	FAM183A
160	166	133	162	162	152	121	EBNA1BP2
0	0	0	2	1	1	0	WDR65
0	0	0	0	0	0	0	TMEM125
0	0	0	0	0	0	0	C1orf210
0	1	0	0	2	0	0	TIE1
0	0	0	0	0	0	0	MPL
7	2	1	5	8	1	2	RP1-92O14.3
329	475	367	400	368	400	312	CDC20
2353	3043	2515	2749	2679	2755	2539	ELOVL1
555	655	507	577	613	578	539	MED8
3	4	2	2	7	4	1	RP1-92O14.6
282	338	277	302	349	352	290	SZT2
0	0	0	0	0	0	0	SZT2-AS1
1	6	2	2	8	2	6	HYI
1	0	0	0	0	0	0	HYI-AS1
54	78	45	67	71	63	74	PTPRF
259	289	291	278	281	283	286	KDM4A
7	4	4	6	5	3	6	KDM4A-AS1
166	166	140	170	174	146	133	ST3GAL3
1	4	0	0	1	0	1	RP11-184I16.4
0	0	0	0	0	0	0	ARTN
2	3	0	4	4	1	5	RP11-7O11.3
198	242	265	285	236	224	239	IPO13
167	144	110	138	149	135	138	DPH2
2368	2875	2494	2804	2740	2691	2649	ATP6V0B
38	51	51	43	36	34	57	B4GALT2
48	58	43	54	62	52	74	CCDC24
3688	4320	3713	3910	3941	3498	3686	SLC6A9
59	53	39	58	37	54	58	RP5-1198O20.4
0	0	1	0	2	0	0	KLF17
325	430	341	416	413	417	375	DMAP1
73	83	81	69	80	72	66	ERI3
133	184	144	142	164	157	156	RNF220
153	191	126	163	153	148	165	TMEM53
0	1	0	0	0	0	0	C1orf228
177	205	116	144	163	148	127	KIF2C
0	0	1	1	2	0	1	RP11-269F19.2
20370	16964	15008	16130	16509	15613	14756	RPS8
2	3	0	0	0	1	1	BEST4
32	52	33	38	50	50	49	PLK3
0	1	0	1	0	0	0	TCTEX1D4
43	45	29	40	50	63	32	BTBD19
1	5	13	2	7	6	11	PTCH2
208	230	190	259	220	207	203	EIF2B3
1220	1726	1116	1047	1138	1172	1304	HECTD3
12955	17261	14218	15915	15499	15088	13636	UROD
2	5	0	3	9	4	4	ZSWIM5
1	1	0	3	2	1	1	HPDL
37	34	24	55	53	64	47	MUTYH
38	45	24	71	57	60	45	TOE1
143	174	110	157	176	164	114	TESK2
2	3	2	2	4	2	4	CCDC163P
25	21	6	8	14	17	15	MMACHC
2665	2603	2315	2466	2451	2373	2707	PRDX1
341	362	330	417	418	345	305	AKR1A1
224	199	178	211	205	261	226	NASP
16	19	15	6	16	12	26	CCDC17
1105	957	718	836	951	875	922	GPBP1L1
233	191	165	219	226	215	202	TMEM69
105	89	77	78	90	92	101	IPP
24	22	29	28	30	32	24	MAST2
207	175	140	129	126	146	91	PIK3R3
1	1	0	0	0	0	0	RP4-533D7.4
3	0	1	0	2	0	1	RP4-533D7.5
0	0	0	0	0	0	0	TSPAN1
0	0	0	0	0	0	0	RP11-322N21.2
30	42	36	27	29	34	37	POMGNT1
0	0	0	0	0	0	0	LURAP1
24	36	21	29	13	18	15	RAD54L
2384	2750	2351	2519	2734	2708	2475	LRRC41
2546	2696	2253	2419	2510	2581	2528	UQCRH
180	282	195	221	250	221	219	NSUN4
9	11	4	10	15	16	11	FAAH
1	0	0	0	0	0	0	RP5-1109J22.2
0	0	0	0	0	0	0	LINC00505
0	0	1	0	0	1	0	DMBX1
1	5	5	1	5	1	2	MKNK1-AS1
0	0	0	0	0	0	0	KNCN
862	852	709	820	848	913	863	MKNK1
2071	2329	2294	2203	2327	2334	2401	MOB3C
67	60	58	47	65	57	70	ATPAF1
766	756	496	479	488	573	641	EFCAB14
3	0	2	0	4	1	3	TEX38
0	1	0	0	0	1	1	EFCAB14-AS1
0	0	0	0	0	0	0	CYP4B1
0	0	0	0	0	0	0	CYP4A11
0	0	0	0	0	0	0	CYP4X1
0	0	0	0	0	0	0	CYP4Z1
2	1	0	3	2	3	1	CYP4A22-AS1
1	1	0	0	0	0	0	CYP4A22
2	5	1	8	5	2	1	LINC00853
2697	3401	2800	3445	3534	3045	2642	PDZK1IP1
3207	3047	2672	2716	2843	3079	3211	TAL1
25	26	13	28	16	35	33	RP1-18D14.7
100	86	79	65	72	89	77	STIL
2174	964	919	1072	1105	1216	1438	CMPK1
0	2	0	0	0	1	0	RP11-511I2.2
0	0	0	0	0	0	0	FOXE3
0	4	4	5	0	2	0	FOXD2-AS1
0	1	0	1	2	0	0	FOXD2
0	0	0	0	0	0	0	RP11-543D5.1
0	0	0	0	0	0	0	TRABD2B
0	0	0	0	0	0	0	RP11-543D5.2
0	0	0	0	0	0	0	FLJ00388
0	0	0	0	0	0	0	RP11-330M19.1
0	0	0	0	0	0	0	RP4-683M8.2
0	0	0	0	0	0	0	RP11-193P11.3
0	0	0	0	0	0	0	AL109659.1
0	0	0	0	0	0	0	RP5-1024N4.2
0	0	0	0	0	0	0	SLC5A9
0	0	0	0	0	0	0	RP5-1024N4.4
13	11	8	7	4	10	14	SPATA6
0	0	1	0	0	0	2	AGBL4
0	0	0	0	0	0	0	BEND5
0	0	0	0	0	0	0	RP11-141A19.1
0	0	0	0	0	0	0	RP11-141A19.2
0	0	0	0	0	0	0	AL645730.2
0	0	0	0	0	0	0	ELAVL4
0	0	0	0	0	0	0	RP11-567C20.2
0	0	0	0	0	1	0	RP11-567C20.3
0	0	0	0	0	0	0	DMRTA2
1	0	0	0	0	0	1	RP5-850O15.4
100	99	73	97	84	85	88	FAF1
0	0	0	0	2	0	0	RP5-850O15.3
676	627	516	538	534	525	591	CDKN2C
0	0	0	0	0	0	0	C1orf185
2	1	2	1	4	4	0	RP11-296A18.3
827	362	334	399	358	388	512	RNF11
0	1	0	1	0	0	0	RP11-296A18.6
296	263	262	201	271	247	246	TTC39A
0	0	0	0	0	1	0	RP11-275F13.1
1459	1158	969	999	1106	1122	1157	EPS15
3	1	3	2	2	4	1	RP11-253A20.1
17	37	24	20	26	27	20	RP11-191G24.1
885	892	674	697	818	820	864	OSBPL9
3696	3371	3057	2907	3299	3142	3639	NRD1
5	0	3	4	2	6	4	RP4-657D16.3
0	0	0	0	0	0	2	RP4-657D16.6
1	0	0	0	0	0	0	RAB3B
206	198	191	180	200	200	168	TXNDC12
60	80	57	58	68	86	84	KTI12
0	0	0	0	0	0	0	RP11-91A18.4
0	0	0	0	0	2	1	TXNDC12-AS1
614	448	353	385	472	490	482	BTF3L4
4	4	8	3	4	4	13	ZFYVE9
91	118	76	107	102	105	104	CC2D1B
0	0	0	0	0	0	0	RP11-155O18.6
219	263	212	206	200	255	169	ORC1
403	388	301	369	374	338	393	PRPF38A
52	34	27	38	38	41	33	ZCCHC11
0	0	0	0	0	0	0	RP11-25O10.2
0	0	0	0	0	0	0	GPX7
0	0	0	0	0	1	0	FAM159A
24	27	23	27	31	29	18	COA7
82	54	64	53	41	56	63	ZYG11B
1	1	6	2	1	2	0	ZYG11A
0	0	0	0	0	0	0	RP4-631H13.2
5	1	5	6	2	7	5	ECHDC2
688	430	380	431	446	466	506	SCP2
0	0	0	0	0	0	0	PODN
0	0	0	0	0	0	0	RP11-334A14.5
0	0	1	0	0	0	0	SLC1A7
0	0	0	0	0	0	0	RP11-334A14.8
86	125	72	93	67	73	72	CPT2
0	0	0	0	0	0	0	RP5-1024G6.2
187	211	162	205	205	232	214	C1orf123
0	0	0	0	0	0	0	RP5-1024G6.7
182	141	112	129	160	145	158	MAGOH
0	2	0	2	0	1	1	RP5-1024G6.5
0	0	0	0	0	0	0	RP5-1024G6.8
3	5	0	1	1	1	0	LRP8
0	0	0	0	0	0	0	RP4-784A16.1
0	0	0	0	0	0	0	RP4-784A16.2
0	0	0	0	0	0	1	RP4-784A16.4
0	0	0	0	0	0	0	RP4-784A16.5
0	0	0	0	0	0	0	RP11-117D22.1
1	0	0	0	0	0	0	RP11-117D22.2
0	0	0	0	0	0	0	DMRTB1
0	0	0	0	0	0	0	GLIS1
85	63	38	51	47	48	39	NDC1
183	205	170	183	193	208	174	YIPF1
0	0	0	0	0	0	0	DIO1
70	35	26	57	30	36	46	HSPB11
133	119	93	94	113	139	111	LRRC42
0	0	0	0	0	0	0	LDLRAD1
13	16	20	12	12	6	14	RP4-758J24.5
3280	2898	2498	2773	2993	2811	2940	TMEM59
34	41	27	25	44	47	41	TCEANC2
2	5	1	0	0	0	1	AL161915.1
0	0	0	2	0	1	0	CDCP2
0	0	0	0	0	0	1	RP11-446E24.4
8	13	6	13	20	18	16	AL357673.1
66	67	58	59	87	61	68	CYB5RL
2020	2382	2003	2196	2246	2109	2042	MRPL37
339	318	253	300	290	273	308	SSBP3
6	6	4	3	5	10	7	SSBP3-AS1
1	1	2	3	5	8	4	RP5-997D24.3
0	0	0	0	0	0	0	RP4-705F19.1
0	0	0	0	0	0	0	RP5-866L20.1
0	0	0	0	0	0	0	ACOT11
0	0	0	0	0	0	0	FAM151A
0	0	0	0	0	0	0	MROH7-TTC4
0	0	0	0	0	0	0	MROH7
0	7	3	1	6	4	4	TTC4
28	21	16	35	19	21	16	PARS2
0	0	0	0	0	0	0	TTC22
0	0	0	0	0	0	0	RP11-67L3.2
0	0	0	0	0	0	0	C1orf177
58	63	65	67	68	55	63	DHCR24
0	0	0	0	0	0	0	RP11-67L3.5
0	0	0	0	0	0	1	RP11-67L3.4
0	0	0	0	0	0	0	TMEM61
0	0	0	0	0	0	0	RP11-12C17.2
0	0	0	0	0	0	0	BSND
0	0	1	2	1	4	0	PCSK9
773	523	532	582	606	583	602	USP24
0	0	0	0	0	0	0	RP11-101C11.1
0	0	0	0	0	0	0	RP11-466L17.1
0	0	0	0	0	0	0	RP11-90C4.1
0	0	0	0	0	0	0	RP11-90C4.2
0	0	0	0	0	0	0	RP11-90C4.3
0	0	0	0	0	0	0	RP1-158P9.1
0	0	0	0	0	0	0	RP11-504A18.1
0	0	0	0	0	0	0	RP4-710M16.2
0	0	0	0	0	0	0	PPAP2B
0	0	0	0	0	0	0	PRKAA2
0	0	0	0	0	0	0	C1orf168
0	0	0	0	0	0	0	RP11-378I13.1
0	0	0	0	0	0	0	C8A
0	0	0	0	0	0	0	C8B
0	0	0	0	0	0	0	RP5-1103B4.3
0	0	0	0	0	0	0	DAB1
0	0	0	0	0	0	0	RP6-102O10.1
0	0	0	0	0	0	0	DAB1-AS1
0	0	0	0	0	0	0	RP11-393I23.4
104	75	50	83	70	82	82	OMA1
0	0	0	0	0	0	0	TACSTD2
138	63	42	70	68	74	109	MYSM1
38	32	25	29	33	27	30	JUN
0	0	0	0	0	0	0	LINC01135
0	0	0	0	0	0	0	RP11-63G10.3
0	0	0	0	0	0	0	RP11-63G10.2
1	0	0	0	0	0	0	RP4-794H19.1
0	0	0	0	0	0	0	RP4-794H19.4
0	0	0	0	0	0	0	RP11-145M4.1
0	0	0	0	0	0	0	RP11-145M4.2
0	0	0	0	0	0	0	RP11-145M4.3
0	0	0	0	0	0	0	RP11-467C18.1
1	10	7	5	4	6	1	FGGY
0	0	0	0	0	0	0	RP4-782L23.2
0	0	0	0	0	0	0	RP4-782L23.1
9	6	1	5	6	2	5	HOOK1
0	1	0	1	0	1	0	CYP2J2
0	0	0	0	0	0	0	C1orf87
0	0	0	0	0	0	0	RP11-575B7.3
0	0	0	0	0	0	0	RP11-776H12.1
0	0	0	0	0	0	0	RP11-436K8.1
3714	2856	2457	2582	2867	2660	2721	NFIA
0	0	0	0	0	0	0	RP4-668G5.1
8	1	5	4	6	3	5	RP5-833A20.1
153	77	87	87	111	104	100	TM2D1
0	0	0	0	0	0	0	RP11-430G17.3
3	13	3	3	8	2	4	INADL
0	0	0	0	0	0	0	L1TD1
0	0	0	0	0	0	0	KANK4
267	142	135	141	143	140	149	USP1
88	101	53	62	95	99	85	DOCK7
0	0	0	2	0	0	0	ANGPTL3
0	0	0	0	1	0	0	AL138847.1
2	2	0	1	1	1	6	RP11-230B22.1
80	44	45	47	52	54	30	ATG4C
0	0	0	0	0	0	0	RP4-771M4.3
0	0	0	0	0	0	0	RP11-5P4.1
0	0	0	0	0	0	0	RP11-5P4.2
0	0	0	0	0	0	0	RP11-5P4.3
0	0	0	0	0	0	0	RP11-335E6.2
0	0	0	0	0	0	0	RP11-335E6.4
0	0	0	0	0	0	0	LINC00466
0	0	0	0	0	0	0	RP11-335E6.3
0	0	0	0	0	0	0	RP4-792G4.2
0	0	0	0	0	0	0	FOXD3
51	42	28	30	40	53	47	ALG6
90	50	33	58	57	50	69	ITGB3BP
17	11	20	12	21	9	26	EFCAB7
4	5	3	2	6	9	7	DLEU2L
0	0	0	0	0	0	0	PGM1
0	0	0	0	0	0	0	ROR1
0	0	0	0	0	0	0	RP11-24J23.2
0	0	0	0	0	0	0	UBE2U
4	0	0	0	0	0	0	CACHD1
11	4	3	14	14	7	11	RAVER2
880	784	556	582	530	641	769	JAK1
1	0	1	2	0	0	2	RP11-182I10.3
0	0	0	0	2	0	0	RP4-535B20.4
5	1	0	0	4	1	2	RP4-535B20.1
37	36	15	30	34	42	30	AK4
1467	1293	1180	1111	1138	1143	1201	DNAJC6
3	2	3	2	1	1	3	RP5-1044H5.1
5228	3005	2514	2633	3040	3041	3373	LEPR
1529	1049	885	928	944	1031	1180	LEPROT
0	0	0	0	0	0	1	PDE4B
0	0	0	0	0	0	0	RP11-397C12.1
3	0	0	1	1	3	2	SGIP1
0	0	0	0	0	0	0	AL139147.1
5	3	5	2	2	9	4	TCTEX1D1
0	0	0	0	0	0	0	INSL5
19	14	22	11	30	23	23	WDR78
0	0	0	0	0	0	0	RP11-342H21.2
776	320	345	361	411	382	416	MIER1
89	73	47	60	62	64	73	SLC35D1
0	0	0	0	0	0	0	C1orf141
0	1	0	0	0	1	0	IL23R
6	3	2	5	8	15	8	IL12RB2
1992	1371	1212	1291	1413	1389	1500	SERBP1
0	0	0	0	0	0	0	RP4-763G1.2
438	394	301	329	376	370	339	GADD45A
0	6	0	0	0	0	0	GNG12
0	0	0	0	0	0	0	GNG12-AS1
0	0	0	0	0	0	0	DIRAS3
0	0	0	0	0	0	0	WLS
0	0	0	0	0	0	0	RPE65
90	37	36	40	39	32	47	DEPDC1
0	0	0	0	0	0	0	RP4-694A7.2
0	1	0	0	0	0	0	RP4-694A7.4
2	1	0	1	1	1	2	RP11-424D14.1
0	0	0	0	0	0	0	RP11-74K19.1
0	0	0	0	0	0	0	RP3-380B4.1
32	37	29	34	16	27	29	LRRC7
0	0	0	0	0	0	0	RP11-181B18.1
199	120	78	101	110	116	158	LRRC40
1176	909	813	806	843	904	956	SRSF11
1	0	1	0	1	0	0	RP4-677H15.4
533	440	362	369	412	400	413	ANKRD13C
83	104	82	94	111	111	88	HHLA3
0	0	0	0	0	0	0	RP11-180O5.2
380	324	278	331	412	374	375	CTH
8	5	6	2	7	3	7	RP11-42O15.3
0	0	0	0	0	0	0	RP5-952N6.1
0	0	0	0	0	0	0	RP11-99H8.1
13	4	0	4	2	3	2	PTGER3
1	0	0	0	0	0	0	RP3-333A15.1
0	2	0	0	0	0	1	ZRANB2-AS1
482	224	211	202	223	250	310	ZRANB2
0	0	0	0	0	0	0	RP11-386O9.2
0	0	0	0	1	1	0	NEGR1
0	0	0	0	0	0	0	RP11-82L20.1
0	0	0	0	0	0	0	RP4-660H19.1
0	0	0	0	0	0	0	RP11-262K1.1
0	0	0	0	0	0	0	RP4-598G3.1
0	0	0	0	0	0	0	RP4-788P17.1
0	1	0	0	0	0	0	LRRIQ3
150	82	78	82	75	89	91	FPGT
3	0	0	1	0	0	0	FPGT-TNNI3K
0	0	0	0	0	0	0	TNNI3K
0	0	0	0	0	0	0	RP11-439H8.4
0	0	0	0	0	0	0	RP4-650F12.2
0	0	0	0	0	0	0	LRRC53
0	0	0	0	0	0	0	C1orf173
0	0	0	0	0	0	0	RP4-612J11.1
0	0	0	0	0	1	0	RP11-17E13.2
159	99	98	114	83	130	110	CRYZ
191	127	65	100	122	133	116	TYW3
0	0	0	0	0	0	0	RP11-93N20.1
0	0	0	0	0	0	0	RP11-510C10.4
0	0	0	0	0	0	0	RP11-510C10.2
0	0	0	0	0	0	0	LHX8
0	0	0	0	0	0	0	RP11-510C10.3
1	0	1	0	0	0	0	SLC44A5
1	0	0	0	1	0	0	RP4-682C21.5
384	221	221	202	254	267	291	ACADM
453	329	269	303	362	358	408	RABGGTB
3	1	4	2	1	6	3	MSH4
0	0	0	0	0	0	0	ASB17
0	0	0	0	0	0	0	RP11-550H2.1
0	0	0	0	0	0	0	RP11-550H2.2
1	0	0	4	0	0	0	ST6GALNAC3
0	0	0	0	0	0	0	RP5-1102E8.3
0	0	0	0	0	0	0	RP11-415A20.1
0	0	0	0	0	0	0	ST6GALNAC5
0	0	0	0	0	0	0	RP4-564M11.2
263	171	132	135	161	144	179	PIGK
0	0	0	0	0	1	0	AK5
0	0	0	0	0	0	0	RP11-375A5.1
218	171	124	156	157	223	188	ZZZ3
1246	840	807	712	837	776	961	USP33
30	22	16	23	24	21	30	FAM73A
1	0	1	0	0	0	0	NEXN-AS1
0	0	2	1	0	0	3	NEXN
889	700	555	645	719	676	748	FUBP1
852	480	434	417	482	465	565	DNAJB4
3	2	2	1	0	1	1	GIPC2
0	2	0	0	0	0	1	RP11-386I14.4
0	0	0	0	0	0	0	PTGFR
0	1	1	0	0	2	3	IFI44L
1	2	1	2	0	3	0	IFI44
0	0	0	0	0	0	0	ELTD1
0	0	0	0	0	0	0	RP4-726F1.1
0	0	0	0	0	0	0	RP11-339A11.2
0	0	0	0	0	0	0	RP11-339D23.1
0	0	0	0	0	0	0	RP11-115A15.1
0	0	0	0	0	0	0	RP5-887A10.1
0	0	0	0	0	0	0	LPHN2
0	0	0	0	0	0	0	RP5-837I24.2
0	0	0	0	0	0	0	RP5-837I24.4
